时间,标题,简讯,date
2023-12-20 09:31:14,北向资金今日净卖出15.42亿元 格力电器遭净卖出4.52亿元,北向资金今日净卖出15.42亿元。格力电器、招商银行、贵州茅台分别遭净卖出4.52亿元、4.3亿元、2.81亿元。宁德时代净买入额居首，金额为6.86亿元。,2023-12-20
2023-12-20 08:24:28,市值50亿元以下股票不能买？多家量化机构回应,【市值50亿元以下股票不能买？多家量化机构回应】12月20日，有市场传闻称“量化要改革，50亿元流通市值以下的股票，量化以后不可加入股票池，也就是不能买。”对此，多家量化私募回应记者：“没收到这一消息，是谣言。”,2023-12-20
2023-12-20 08:22:05,11月快递旺季单票收入同比大幅下降 多位知情人称有公司部分省区没有旺季加收 预计价格战将持续,【11月快递旺季单票收入同比大幅下降 多位知情人称有公司部分省区没有旺季加收 预计价格战将持续】财联社12月20日电，今年快递公司在双11旺期一反常态。顺丰11月单票价格环比下跌，圆通、申通、韵达单票价格环比小幅增长，但同比降幅却部分创新高。记者从多家快递上市公司的内部人士处独家获悉，尽管今年依旧有双11助力，但11月快递单票价格并没有旺起来，有公司部分省区在双11高峰期没有任何旺季加收、部分省区只涨价了几天，导致11月单票收入整体同比依旧大幅下调。此外，也有快递公司在12月初已第一时间“下场抢量”，预计低价抢量还会继续席卷快递行业。一位快递公司的中层人士向记者指出，大盘件量增速变慢、低于预期,2023-12-20
2023-12-20 08:20:43,盒马辟谣将被阿里出售：不实传闻,【盒马辟谣将被阿里出售：不实传闻】《科创板日报》20日讯，今日，有媒体报道称，吴泳铭已做出了一系列资本规划，其中盒马已经在考虑出售。对此，盒马方面回应记者表示，该消息为不实传闻。（记者 梁又匀）,2023-12-20
2023-12-20 08:09:48,香港恒生指数收涨0.66% 恒生科技指数涨0.51%,香港恒生指数收涨0.66%，恒生科技指数涨0.51%。国美零售涨超28%，恒大汽车涨超9%，交个朋友控股涨超7%，蔚来涨超5%；东方甄选跌超8%，中国恒大跌超2%。,2023-12-20
2023-12-20 07:37:11,中方搁置了中阿央行间约65亿美元货币互换协议安排？外交部回应,【中方搁置了中阿央行间约65亿美元货币互换协议安排？外交部回应】财联社12月20日电，外交部发言人汪文斌20日主持例行记者会。路透社记者提问，有媒体报道称，中方搁置了中国和阿根廷两国央行之间，约65亿美元的货币互换协议安排。中方能否证实？汪文斌对此表示，“你提到的相关问题，建议向主管部门来了解。我们这里愿意重申一下我们的一贯原则立场，我们坚持在平等互利的基础上同阿根廷开展互利合作。”,2023-12-20
2023-12-20 07:24:24,12月20日涨停分析,【12月20日涨停分析】今日共34股涨停，连板股总数10只，14股封板未遂，封板率为71%（不含ST股、退市股及未开板新股）。个股方面，国企改革板块龙头股份11天6板、中毅达5天3板、龙高股份6天3板、浙江震元6天3板，农机股星光农机4板、新柴股份创业板首板，采购算力服务器的奥雅股份创业板3板，PEEK概念股中欣氟材3板，消费电子板块惠威科技3板、亿道信息4天3板，电力股杭州热电5天3板。今日收涨个股985只，收跌个股3969只。,2023-12-20
2023-12-20 07:16:35,引力传媒收到监管工作函 就公司股价异动相关信息披露明确监管要求,【引力传媒收到监管工作函 就公司股价异动相关信息披露明确监管要求】财联社12月20日电，引力传媒收到上交所监管工作函，就公司股价异常波动相关信息披露明确监管要求。涉及对象包括上市公司，董事，监事，高级管理人员，控股股东及实际控制人。,2023-12-20
2023-12-20 07:02:35,收评：三大指数均跌超1% 全市场近4000只个股下跌,【收评：三大指数均跌超1% 全市场近4000只个股下跌】财联社12月20日电，大盘全天震荡下行，三大指数均跌超1%再创年内新低。盘面上，消费电子概念股持续活跃，MR方向领涨，双象股份、亿道信息、创维数字涨停。农机概念股震荡走高，星光农机、弘宇股份、新柴股份涨停。PEEK材料概念股维持强势，中欣氟材3连板，华密新材涨超10%。医药商业概念股午后拉升，浙江震元涨停。下跌方面，传媒股陷入调整，龙版传媒、奥飞娱乐等多股跌停。总体上个股跌多涨少，全市场超3900只个股下跌。沪深两市今日成交额6636亿，较上个交易日放量209亿。板块方面，PEEK材料、农机、MR、医药商业等板块涨幅居前，教育、传媒、多模,2023-12-20
2023-12-20 07:01:20,国内商品期货大面积收涨 集运欧线涨停,【国内商品期货大面积收涨 集运欧线涨停】财联社12月20日电，国内商品期货大面积收涨，集运欧线涨停，涨幅10%，乙二醇涨超3%，苯乙烯、甲醇涨超2%，沪锌、PTA、氧化铝、短纤、LU燃油涨超1%，纯碱跌超2%，碳酸锂、豆粕跌超1%。,2023-12-20
2023-12-20 06:51:53,三大指数均跌逾1% 下跌个股近4000只,【沪指跌逾1%】财联社12月20日电，指数走弱，沪指下挫跌逾1.00%，深成指跌1.35%，创业板指跌1.29%，出版、多模态AI、彩票等板块指数跌幅居前，MR混合现实、农机、PEEK材料等板块指数涨幅居前。,2023-12-20
2023-12-20 06:51:21,,财联社12月20日电，集运指数（欧线）期货主力合约触及涨停，涨幅10%，报1168.4点。,2023-12-20
2023-12-20 06:27:39,格力电器大跌7% 成交近35亿元,【格力电器大跌7% 成交近35亿元】财联社12月20日电，尾盘格力电器跌幅扩大至7%，成交金额近35亿元。消息面上，12月19日晚间，格力电器发布公告称，拟通过受让12名交易对方合计持有的格力钛新能源股份有限公司约2.71亿股股份（占格力钛总股本的24.54%）的方式增持格力钛，交易作价约10.15亿元。,2023-12-20
2023-12-20 06:04:01,,财联社12月20日电，集运指数（欧线）期货主力合约涨幅扩大至8%，报1149点。,2023-12-20
2023-12-20 05:41:27,深成指跌逾1% 下跌个股近3500只,【深成指跌逾1%】财联社12月20日电，指数走弱，深成指下挫跌逾1.01%，沪指跌0.66%，创业板指跌0.90%，出版、多模态AI、知识产权等板块指数跌幅居前，MR混合现实、空间计算、农机等板块指数涨幅居前。,2023-12-20
2023-12-20 04:52:02,习近平会见俄罗斯总理米舒斯京,"【习近平会见俄罗斯总理米舒斯京】12月20日上午，国家主席习近平在人民大会堂会见俄罗斯总理米舒斯京。

习近平指出，今年以来，我同普京总统两次会晤，两国政府、立法机构、政党、地方开展密切交往，各领域务实合作健康稳定发展。今年前11个月，中俄双边贸易提前实现了我同普京总统共同制定的年贸易额2000亿美元目标，展现出两国互利合作的强大韧性和广阔前景。维护好、发展好中俄关系，是双方基于两国人民根本利益作出的战略选择。中方支持俄罗斯人民走自主选择的发展道路。中方愿同俄方以明年中俄建交75周年为新起点，不断放大两国高水平政治关系的积极效应，在全面推进各自经济社会发展、实现民族复兴的进程中继续携手前行。
",2023-12-20
2023-12-20 03:58:57,独家|龙湖今日提前偿还20亿港元银团贷款 153亿港元债务将全部还清,【独家|龙湖今日提前偿还20亿港元银团贷款 153亿港元债务将全部还清】记者从知情人士处独家获悉，龙湖今日已提前偿还20亿港元银团贷款，该银团贷款总额153亿港元，2024年1月到期。此前龙湖已提前偿还133亿港元，本次偿还后，该笔贷款将在年内全部提前还清。（财联社记者 李洁）,2023-12-20
2023-12-20 03:49:03,12月20日午间涨停分析,【12月20日午间涨停分析】今日午盘两市共26股涨停，连板股总数9只，13股封板未遂，封板率为67%（不含ST股、退市股及未开板新股）。个股方面，国企改革板块龙头股份11天6板、龙高股份6天3板、浙江震元6天3板，农机股星光农机4板、新柴股份创业板首板，采购算力服务器的奥雅股份创业板3板。,2023-12-20
2023-12-20 03:33:24,午评：沪指震荡调整跌0.4% MR概念股持续走强,【午评：沪指震荡调整跌0.4% MR概念股持续走强】财联社12月20日电，市场早盘震荡调整，三大指数均小幅下跌。盘面上，消费电子概念股持续活跃，MR方向领涨，双象股份、安洁科技、亿道信息、创维数字涨停。农机概念股震荡走高，星光农机、弘宇股份、新柴股份涨停。PEEK材料概念股维持强势，中欣氟材3连板，华密新材涨超10%。光刻机概念股盘中拉升，张江高科、波长光电涨超5%。下跌方面，传媒股陷入调整，读者传媒、奥飞娱乐等大跌。总体上个股跌多涨少，全市场超2700只个股下跌。沪深两市今日成交额4016亿，较上个交易日放量67亿。板块方面，PEEK材料、农机、MR、光刻机等板块涨幅居前，教育、证券、旅游、,2023-12-20
2023-12-20 02:43:48,国家能源局：截至11月底全国累计发电装机容量约28.5亿千瓦 同比增长13.6%,【国家能源局：截至11月底全国累计发电装机容量约28.5亿千瓦 同比增长13.6%】财联社12月20日电，国家能源局发布1-11月份全国电力工业统计数据。截至11月底，全国累计发电装机容量约28.5亿千瓦，同比增长13.6%。其中，太阳能发电装机容量约5.6亿千瓦，同比增长49.9%；风电装机容量约4.1亿千瓦，同比增长17.6%。1-11月份，全国主要发电企业电源工程完成投资7713亿元，同比增长39.6%。其中，太阳能发电3209亿元，同比增长60.5%；核电774亿元，同比增长45.3%；风电2020亿元，同比增长33.7%。电网工程完成投资4458亿元，同比增长5.9%。,2023-12-20
2023-12-20 02:04:30,阿里巴巴：将筹建资产管理公司,【阿里巴巴：将筹建资产管理公司】财联社12月20日电，阿里巴巴宣布，淘天集团原首席执行官戴珊将协助筹建阿里巴巴集团资产管理公司，这是阿里巴巴变革之后新的业务职能。,2023-12-20
2023-12-20 02:01:42,阿里巴巴集团CEO吴泳铭兼任淘天集团CEO,【阿里巴巴集团CEO吴泳铭兼任淘天集团CEO】财联社12月20日电，阿里巴巴集团宣布，阿里巴巴集团首席执行官、淘天集团董事长吴泳铭兼任淘天集团首席执行官。自此，吴泳铭将同时担任阿里巴巴集团、淘天集团和阿里云智能集团三项CEO职务，确保集团聚焦核心战略电商和云，形成统一调度指挥和高压强的持续投入。,2023-12-20
2023-12-20 01:55:32,监管要求机构29日前完成股票程序化交易报告工作 未完成将被处罚,监管要求机构29日前完成股票程序化交易报告工作，未完成将被处罚。,2023-12-20
2023-12-20 01:52:14,证券板块大幅走低 多股跌超3%,【证券板块大幅走低 多股跌超3%】财联社12月20日电，券商股早盘大幅走低，方正证券触及跌停，华创云信、太平洋、国联证券、华林证券等跌超3%。,2023-12-20
2023-12-20 01:40:17,,财联社12月20日电，集运指数（欧线）主力合约继续拉升涨超5%，现报1120点。,2023-12-20
2023-12-20 01:27:47,竞价看龙头：中欣氟材一字涨停晋级3连板,【竞价看龙头：中欣氟材一字涨停晋级3连板】财联社12月20日电，市场焦点股中广天择（21天12板）平开，智能音箱概念股实丰文化（7天5板）高开6.68%、惠威科技（2板）高开1.73%，供销社+农机的星光农机（3板）竞价涨停，PEEK概念股新瀚新材（创业板2板）高开11.99%、中欣氟材（2板）竞价涨停，采购算力服务器的奥雅股份（创业板2板）竞价涨停，物流股中创物流（2板）低开2.76%，MR板块亿道信息（3天2板）高开7.84%，虚拟数字人概念的恒银科技（3天2板）低开3.79%，传媒股元隆雅图（3天2板）低开0.57%。,2023-12-20
2023-12-20 01:25:16,三大指数开盘涨跌不一,【三大指数开盘涨跌不一】财联社12月20日电，沪指低开0.01%，深成指高开0.15%，创业板指高开0.17%，PEEK材料、空间计算、超级计算机等板块指数涨幅居前，航运、出版、云南国资等板块指数跌幅居前。,2023-12-20
2023-12-20 01:21:24,恒生指数开盘涨0.87%,财联社12月20日电，香港恒生指数开盘涨0.87%。恒生科技指数涨1.36%。,2023-12-20
