时间,标题,简讯,date
2023-12-12 09:45:50,碧桂园正尽力避免人民币债务违约 日前已召开投资人座谈会,【碧桂园正尽力避免人民币债务违约 日前已召开投资人座谈会】财联社12月12日电，有消息人士表示，碧桂园“22碧地02”及其信用保护凭证投资人座谈会近日召开，座谈会旨在与参会机构探讨发行人偿债资金筹措及风险缓释相关安排。有关机构联合创设信用保护凭证，为碧桂园地产集团有限公司发行的“22碧地02”提供信用保护。一名投资者表示，将不会选择回售，会继续持有。“22碧地02”和“22碧地03”是碧桂园地产在深交所发行的2022年第二期公司债券。该期债券发行规模合计10亿元，分为两个品种。该期债券是“央地合作模式”民营房企融资支持试点项目。,2023-12-12
2023-12-12 09:31:12,北向资金净卖出50.24亿元 浪潮信息遭净卖出2.93亿元,北向资金净卖出50.24亿元，浪潮信息、赛力斯、保利发展分别遭净卖出2.93亿元、2.24亿元、2.07亿元；天孚通信逆势获净买入2.8亿元。,2023-12-12
2023-12-12 09:16:40,独家|珠海万达商管新的投资人多为境外投资人,【独家｜珠海万达商管新的投资人多为境外投资人】蓝鲸财经从知情人士处获悉，珠海万达商管新引入的战投以境外投资者为主，原有部分境内投资者将退出。另一珠海万达商管的投资人也表示，目前珠海万达商管的投资人确实是境外投资者居多，不过，目前新的投资人名单并未完全确定。对于珠海万达商管会否在投资赎回期满时按期赎回，上述投资人表示，“在珠海万达商管与新的投资人谈好后，预期原有战投的退出会有个过渡阶段，流程较为复杂，目前各方正在商量。”小财注：大连万达商管集团今日宣布，太盟投资集团（PAG）已经与共同宣布签署新投资协议。根据新协议内容，太盟将联合其他投资者，在投资赎回期满时，经万达商管集团赎回后，对珠海万达商管,2023-12-12
2023-12-12 08:09:46,香港恒生指数收涨1.07% 恒生科技指数涨1.74%,香港恒生指数收涨1.07%，恒生科技指数涨1.74%。碧桂园涨超8%，远洋集团涨超5%，龙湖集团涨近5%，小米集团、小鹏汽车涨超4%；融创中国跌超6%，赣锋锂业跌超3%。,2023-12-12
2023-12-12 07:36:37,周二投资舆情热点,"【周二投资舆情热点】
1）AI：谷歌的Gemini和pika1.0版本双双刷屏，并且都指向了多模态，视频模型成为热议话题。
2）教育、传媒：高盛最新报告称，中国教育行业在非学科教辅和自学需求带动下正进入新的发展阶段。
3）房地产：保利发展公告，拟回购股份，实控人拟增持；武汉调整购房落户政策，不再限制购房面积与金额。
4）国企改革：随着各地加快部署新一轮国企改革，地方国资重组整合有望进一步提速。
5）数据要素：青岛市政府今日召开新闻发布会，发布实施《青岛市数据要素市场化配置改革三年行动方案》，2026年全市数据要素市场规模将超1000亿。",2023-12-12
2023-12-12 07:32:23,雷蒙多回应美商务部如何应对华为取得芯片制造突破提问 中方表态,【雷蒙多回应美商务部如何应对华为取得芯片制造突破提问 中方表态】财联社12月12日电，在12日外交部例行记者会上，有记者提问称，当被问及美国商务部如何应对华为公司取得的芯片制造突破时，美商务部长雷蒙多表示，美国将采取最强有力的行动来保护国家安全。中方对此有何回应？对此，发言人毛宁表示，对于美国对华的芯片出口管制，中方已经多次表明了立场，我们认为美方滥用出口管制措施，严重损害中国企业的正当权益，不利于全球芯片产供链的稳定，违反市场经济和公平竞争原则，不符合任何一方的利益，中方对此坚决反对。“,2023-12-12
2023-12-12 07:26:41,12月12日涨停分析,【12月12日涨停分析】今日共45股涨停，连板股总数11只，14股封板未遂，封板率为76%（不含ST股、退市股及未开板新股）。个股方面，传媒板块龙版传媒15天10板、文投控股5板、龙韵股份2板，国企改革概念股南京商旅11天8板、南京公用3板、汇鸿集团5天3板，汽车产业链的四川金顶5板、日海智能9天5板，人工智能概念股苏州科达4板、博信股份2板，食品饮料板块一鸣食品6天4板。今日收涨个股2920只，收跌个股1949只。,2023-12-12
2023-12-12 07:03:03,收评：沪指涨0.4%收复3000点 两市成交额跌破8000亿,【收评：沪指涨0.4%收复3000点 两市成交额跌破8000亿】财联社12月12日电，大盘全天震荡分化，三大指数涨跌不一，沪指重回3000点上方。盘面上，房地产板块全天大涨，福星股份、中交地产、大龙地产涨停。国企改革概念股午后走强，南京国资股领涨，南京商旅、南京港涨停。教育股震荡走强，国新文化、中国高科等多股涨停。传媒、游戏股表现分化，文投控股、龙版传媒、读者传媒涨停。下跌方面，CPO概念股陷入调整，腾景科技跌超5%。总体上个股涨多跌少，全市场超3000只个股上涨。沪深两市今日成交额7875亿，较上个交易日缩量1240亿。板块方面，教育、房地产、贸易、零售等板块涨幅居前，光刻机、BC电池、CP,2023-12-12
2023-12-12 05:04:34,中央网信办：自即日起开展为期一个月的“清朗·整治短视频信息内容导向不良问题”专项行动,中央网信办自即日起，开展为期一个月的“清朗·整治短视频信息内容导向不良问题”专项行动。,2023-12-12
2023-12-12 04:58:12,习近平抵达河内开始对越南社会主义共和国进行国事访问,"【习近平抵达河内开始对越南社会主义共和国进行国事访问】当地时间12月12日中午，中共中央总书记、国家主席习近平乘专机抵达河内，开始对越南社会主义共和国进行国事访问。

",2023-12-12
2023-12-12 04:40:04,小米：余承东先生无端针对我司龙骨转轴技术发布不实言论 与事实严重不符,【小米：余承东先生无端针对我司龙骨转轴技术发布不实言论 与事实严重不符】财联社12月12日电，“小米公司发言人”官方微博今日发文称，近日，余承东先生无端针对我司龙骨转轴技术发布不实言论，与事实严重不符。我们请余承东先生遵循“科学与严谨”的基本规则，请勿再抹黑同行、误导公众。,2023-12-12
