时间,标题,简讯,date
2023-12-08 09:33:45,江苏索普：子公司拟投资约71亿元建设醋酸乙烯及EVA一体化项目,【江苏索普：子公司拟投资约71亿元建设醋酸乙烯及EVA一体化项目】财联社12月8日电，江苏索普公告，公司拟以全资子公司索普新材料为主体投资约71.28亿元在镇江新区新材料产业园内建设醋酸乙烯及EVA一体化项目。项目分两期建设，其中一期项目为33万吨/年醋酸乙烯项目，二期项目为30万吨/年EVA项目。,2023-12-08
2023-12-08 09:31:15,北向资金今日净买入4.6亿元 联影医疗遭净卖出10.14亿元,北向资金今日净买入4.6亿元。贵州茅台、浪潮信息、长安汽车分别获净买入6.7亿元、6.18亿元、4.65亿元。联影医疗净卖出额居首，金额为10.14亿元。,2023-12-08
2023-12-08 09:01:36,公安部打击证券期货违法犯罪活动 涉案金额超90亿元,【公安部打击证券期货违法犯罪活动 涉案金额超90亿元】财联社12月8日电，为进一步严厉打击证券期货违法犯罪活动，近日，公安部会同证监会部署有关地方公安机关联合证监稽查部门组织开展证券领域重点案件集中收网行动，破获多起重大内幕交易、恶性操纵证券期货市场案件，抓获犯罪嫌疑人50余名，查扣手机、电脑等作案电子设备180余台，涉案金额超90亿元，一举打掉多个实施证券违法犯罪团伙，行动取得显著战果，有力地维护了资本市场秩序，保护了投资者合法权益。,2023-12-08
2023-12-08 08:56:57,多款主流咖啡检出致癌物丙烯酰胺 对人体健康风险或很小,【多款主流咖啡检出致癌物丙烯酰胺 对人体健康风险或很小】财联社12月8日电，据福建省消费者权益保护委员会微信公众号消息，其联合福州市消费者权益保护委员会通过线上和线下方式，对福州市20家咖啡销售单位的59款现制现售咖啡进行采样（其中线下30款，线上29款），样品涉及“瑞幸”“星巴克”“幸运咖”等主流品牌。结果在本次59款样品中均检测出低含量的致癌物“丙烯酰胺”。业内人士介绍，丙烯酰胺是一种有机化合物，主要在高碳水化合物、低蛋白质的植物性食物加热烹调过程中形成。机制研究显示，丙烯酰胺长期暴露会导致大脑脂质代谢紊乱，诱导氧化应激和神经炎症及血脑屏障损伤。它是一种潜在致癌物，属于2A类致癌物（虽然在,2023-12-08
2023-12-08 08:50:57,,欧盟考虑重启针对美国钢铁关税的WTO诉讼。,2023-12-08
2023-12-08 08:44:41,征求对经济工作的意见和建议 中共中央召开党外人士座谈会,【中共中央召开党外人士座谈会 习近平主持并发表重要讲话】中共中央在中南海召开党外人士座谈会，就今年经济形势和明年经济工作听取各民主党派中央、全国工商联负责人和无党派人士代表的意见和建议。中共中央总书记习近平主持座谈会并发表重要讲话强调，明年是中华人民共和国成立75周年，是实施“十四五”规划的关键一年。要以新时代中国特色社会主义思想为指导，全面贯彻落实中共二十大和二十届二中全会精神，坚持稳中求进工作总基调，完整、准确、全面贯彻新发展理念，加快构建新发展格局，扎实推动高质量发展，全面深化改革开放，推动高水平科技自立自强，加大宏观调控力度，统筹扩大内需和深化供给侧结构性改革，统筹新型城镇化和乡村全面,2023-12-08
2023-12-08 08:23:51,二连板苏州科达：KD-GPT大模型当前仅在个别重点用户中先行试用,【二连板苏州科达：KD-GPT大模型当前仅在个别重点用户中先行试用】财联社12月8日电，二连板苏州科达发布股票交易异常波动公告，公司注意到近日市场对AI大模型、多模态等热点关注度较高。有媒体和投资者将公司列入“多模态AI概念”。公司的KD-GPT大模型当前仅在个别重点用户中先行试用，未对业绩产生重大影响，后续落地推广还存在较大不确定性。,2023-12-08
2023-12-08 08:20:40,中共中央政治局：我国经济回升向好 高质量发展扎实推进,【中共中央政治局：我国经济回升向好，高质量发展扎实推进】财联社12月8日电，中共中央政治局12月8日召开会议。会议认为，今年是全面贯彻党的二十大精神的开局之年，是三年新冠疫情防控转段后经济恢复发展的一年。以习近平同志为核心的党中央团结带领全党全国各族人民，顶住外部压力、克服内部困难，着力扩大内需、优化结构、提振信心、防范化解风险，我国经济回升向好，高质量发展扎实推进，现代化产业体系建设取得重要进展，科技创新实现新的突破，改革开放向纵深推进，安全发展基础巩固夯实，民生保障有力有效，全面建设社会主义现代化国家迈出坚实步伐。,2023-12-08
2023-12-08 08:17:28,中共中央政治局：要持续发力、纵深推进反腐败斗争，对比较突出的行业性、系统性、地域性腐败问题进行专项整治,【中共中央政治局：要持续发力、纵深推进反腐败斗争，对比较突出的行业性、系统性、地域性腐败问题进行专项整治】财联社12月8日电，中共中央政治局12月8日召开会议。会议强调，纪检监察机关要深入学习贯彻习近平新时代中国特色社会主义思想，坚定不移推进全面从严治党，持续深化正风肃纪反腐。要强化政治监督，推动全党深刻领悟“两个确立”的决定性意义、坚决做到“两个维护”，坚定有效捍卫党的团结统一。要持续发力、纵深推进反腐败斗争，对比较突出的行业性、系统性、地域性腐败问题进行专项整治，严肃查处群众身边的“蝇贪蚁腐”，坚持受贿行贿一起查，深化源头治理，加强新时代廉洁文化建设，坚决铲除腐败滋生的土壤和条件。要重拳纠,2023-12-08
2023-12-08 08:16:08,中共中央政治局：明年要着力扩大国内需求 形成消费和投资相互促进的良性循环,【中共中央政治局：明年要着力扩大国内需求 形成消费和投资相互促进的良性循环】财联社12月8日电，中共中央政治局12月8日召开会议。会议指出，明年要着力扩大国内需求，形成消费和投资相互促进的良性循环。要深化重点领域改革，为高质量发展持续注入强大动力。要扩大高水平对外开放，巩固外贸外资基本盘。要持续有效防范化解重点领域风险，坚决守住不发生系统性风险的底线。,2023-12-08
2023-12-08 08:13:07,中共中央政治局：明年要继续实施积极的财政政策和稳健的货币政策,【中共中央政治局：明年要继续实施积极的财政政策和稳健的货币政策】中共中央政治局12月8日召开会议。会议指出，明年要坚持稳中求进、以进促稳、先立后破，强化宏观政策逆周期和跨周期调节，继续实施积极的财政政策和稳健的货币政策。积极的财政政策要适度加力、提质增效，稳健的货币政策要灵活适度、精准有效。要增强宏观政策取向一致性，加强经济宣传和舆论引导。要以科技创新引领现代化产业体系建设，提升产业链供应链韧性和安全水平。要着力扩大国内需求，形成消费和投资相互促进的良性循环。要深化重点领域改革，为高质量发展持续注入强大动力。要扩大高水平对外开放，巩固外贸外资基本盘。,2023-12-08
2023-12-08 08:09:37,香港恒生指数收跌0.07% 恒生科技指数跌0.38%,香港恒生指数收跌0.07%，恒生科技指数跌0.38%。融创中国跌超19%，远洋集团跌超7%，小鹏汽车、国美零售、碧桂园均跌超5%，蔚来跌超4%；东方甄选涨超2%。,2023-12-08
2023-12-08 08:09:31,乘联会：11月新能源乘用车国内零售销量达到84.1万辆 同比增长39.8%,【乘联会：11月新能源乘用车国内零售销量达到万辆 同比增长%】乘联会数据显示，11月新能源乘用车国内零售销量达到万辆，同比增长%。（蓝鲸记者 徐昊）,2023-12-08
2023-12-08 08:05:41,乘联会：2023年11月乘用车市场零售达到209.7万辆 同比增长25.5%,【乘联会：2023年11月乘用车市场零售达到万辆 同比增长%】乘联会数据显示，2023年11月乘用车市场零售达到万辆，同比增长%。（蓝鲸记者 徐昊）,2023-12-08
2023-12-08 07:45:25,中共中央政治局召开会议 习近平主持会议,【中共中央政治局召开会议 习近平主持会议】中共中央政治局12月8日召开会议，分析研究2024年经济工作；听取中央纪委国家监委工作汇报，研究部署2024年党风廉政建设和反腐败工作；审议《中国共产党纪律处分条例》。中共中央总书记习近平主持会议。,2023-12-08
2023-12-08 07:21:29,12月8日涨停分析,【12月8日涨停分析】今日共37股涨停，连板股总数10只，18股封板未遂，封板率为67%（不含ST股、退市股及未开板新股）。个股方面，多模态AI概念股引力传媒17天10板、网达软件6天4板、苏州科达2板，国企改革板块文投控股3板、标准股份3板，氢能概念股四川金顶3板、全柴动力3天2板，医药股通化金马5天3板，北交所的天润科技2板，CPO板块五方光电2板、腾景科技科创板首板。今日收涨个股1316只，收跌个股3670只。,2023-12-08
2023-12-08 07:02:55,收评：沪指放量冲高回落 CPO概念股集体大涨,【收评：沪指放量冲高回落 CPO概念股集体大涨】财联社12月8日电，大盘全天冲高回落，创业板指领涨。盘面上，AI概念股持续活跃，其中CPO方向维持强势，腾景科技20CM涨停，剑桥科技、华工科技涨停；多模态概念股大涨，声迅股份、苏州科达、网达软件涨停。半导体板块表现活跃，则成电子30CM涨停，赛微电子、海光信息等多股涨超10%。燃气股震荡走强，南京公用、胜通能源涨停。下跌方面，地产股集体调整，新黄浦等多股跌超5%。此外高位股继续退潮，江苏舜天、中广天择、昂立教育等跌停。总体上个股跌多涨少，全市场超3700只个股下跌。沪深两市今日成交额9618亿，较上个交易日放量1416亿。板块方面，CPO、多模,2023-12-08
2023-12-08 06:21:22,创业板指涨逾1% 上涨个股近1500只,【创业板指涨逾1%】财联社12月8日电，指数走强，创业板指拉升涨逾1.00%，沪指涨0.25%，深成指涨0.62%，CPO、AMD概念、多模态模型等板块指数涨幅居前，沥青、一汽系、物业等板块指数跌幅居前。,2023-12-08
2023-12-08 05:31:21,,财联社12月8日电，台积电11月销售额2060.3亿元台币，同比下降7.5%，环比下降15.3%。,2023-12-08
2023-12-08 04:03:43,黑龙江省委常委、副省长王一新被查,【黑龙江省委常委、副省长王一新被查】财联社12月8日电，据中央纪委国家监委网站消息，黑龙江省委常委、副省长王一新涉嫌严重违纪违法，目前正接受中央纪委国家监委纪律审查和监察调查。,2023-12-08
2023-12-08 03:50:52,12月8日午间涨停分析,【12月8日午间涨停分析】今日午盘两市共26股涨停，连板股总数7只，17股封板未遂，封板率为60%（不含ST股、退市股及未开板新股）。个股方面，多模态AI概念股网达软件6天4板、苏州科达2板，国企改革板块文投控股3板、标准股份3板，北交所的天润科技2板。,2023-12-08
2023-12-08 03:33:04,午评：沪指震荡反弹涨0.43% 多模态、CPO概念股集体大涨,【午评：沪指震荡反弹涨0.43% 多模态、CPO概念股集体大涨】财联社12月8日电，市场早盘震荡反弹，三大指数均小幅上涨。盘面上，AI概念股继续活跃，其中多模态概念股大涨，苏州科达、网达软件涨停；CPO方向维持强势，腾景科技20CM涨停，天孚通信、中际旭创等涨超10%；算力概念股临近收盘前拉升，工业富联涨停，浪潮信息涨超5%。燃气股震荡走强，南京公用、胜通能源涨停。半导体板块展开反弹，奥士康、骏亚科技涨停，海光信息涨近10%。下跌方面，房地产板块陷入调整，大龙地产跌超5%。此外高位股继续退潮，江苏舜天、中广天择等跌停。总体上个股跌多涨少，全市场超3000只个股下跌。沪深两市今日成交额5640亿,2023-12-08
2023-12-08 03:20:27,独家|万向信托总裁王永刚：主要信托项目余额约105亿元 公司有能力解决,【独家|万向信托总裁王永刚：主要信托项目余额约105亿元 公司有能力解决】财联社12月8日电，万向信托今日上午召开投资者内部沟通会。总裁王永刚介绍称，公司地产项目余额约85亿元，政府基建项目余额约20亿元。“不是所有项目都出问题了，有三分之一的地产是正常的，三分之二确实出现资金问题。”王永刚称，虽然公司项目众多，但单个规模一般在1亿元左右，处理比较容易，公司有能力解决。小财注：万向信托此前出现产品违约风波。今日沟通会进展亦不顺利，王永刚讲话数次被打断。目前，该沟通会仍在进行中。（蓝鲸记者 罗祎辰）,2023-12-08
2023-12-08 03:18:24,算力概念持续走强 工业富联涨停,"【算力概念持续走强 工业富联涨停】财联社12月8日电，算力概念盘中持续走强，服务器、CPO、算力芯片方向领涨，工业富联涨停，腾景科技、中际旭创、天孚通信涨超10%，海光信息、菲菱科思、锐捷网络、浪潮信息、寒武纪、中科曙光等涨幅靠前。民生证券认为，谷歌作为自研算力新势力，有望激化算力市场良性竞争，进而降低算力使用成本。 在海外互联网巨头AI模型军备竞赛下算力基建产业链将持续受益。
",2023-12-08
2023-12-08 02:42:15,传媒板块震荡回升 龙版传媒6连板,【传媒板块震荡回升 龙版传媒6连板】财联社12月8日电，传媒板块震荡回升，龙版传媒6连板，读者传媒、城市传媒、内蒙新华等快速跟涨。消息面上，龙版传媒直面市场热点，表示关注到有媒体和投资者将其列为“数据要素”概念股，将“多维边疆知识服务产品数据库”理解为数据要素概念，目前该项目暂未实现盈收，业务亦不涉及数据要素概念。,2023-12-08
2023-12-08 01:29:50,多只高位股开盘大跌 天威视讯一字跌停,"【多只高位股开盘大跌 天威视讯一字跌停】财联社12月8日电，开盘多家高位股大幅下挫，天威视讯、中广天择、伟时电子、银宝山新竞价跌停，昂立教育、三柏硕、江苏舜天等跌幅靠前。
",2023-12-08
2023-12-08 01:28:02,竞价看龙头：13天9板中广天择一字跌停,【竞价看龙头：13天9板中广天择一字跌停】财联社12月8日电，市场焦点股惠发食品（10天9板）低开3.63%，传媒股中广天择（13天9板）竞价跌停、引力传媒（16天9板）低开4.46%、龙版传媒（12天8板）高开3.14%，Pika概念股信雅达（6板）高开6.92%、北京文化（2板）高开1.39%，AI应用端的昂立教育（5板）低开7.09%、力盛体育（5天3板）高开4.13%、网达软件（5天3板）竞价涨停，机器人+智能驾驶的日海智能（6天4板）高开2.05%，食品饮料板块一鸣食品（3板）高开5.72%。,2023-12-08
2023-12-08 01:27:19,多模态模型概念股集体高开 苏州科达、网达软件双双竞价涨停,【多模态模型概念股集体高开 苏州科达、网达软件双双竞价涨停】财联社12月8日电，苏州科达、网达软件双双竞价涨停，当虹科技涨超10%，博汇科技、声迅股份涨超5%，竞业达、易点天下等多股高开。消息面上，谷歌宣布推出其认为规模最大、功能最强大的人工智能模型Gemini，昨晚谷歌美股股价大涨超5%。,2023-12-08
2023-12-08 01:25:16,三大指数开盘涨跌不一,【三大指数开盘涨跌不一】财联社12月8日电，沪指低开0.03%，深成指高开0.12%，创业板指高开0.21%，多模态模型、AMD概念、电子车牌等板块指数涨幅居前，短剧、NFT文交所、沥青等板块指数跌幅居前。,2023-12-08
2023-12-08 01:02:51,碳酸锂期货全部合约均触及涨停,【碳酸锂期货全部合约均触及涨停】财联社12月8日电，碳酸锂期货2401、2402、2403、2404、2405、2406、2407、2408、2409、2410、2411合约均已触及涨停。,2023-12-08
2023-12-08 01:01:22,,碳酸锂期货主力合约触及涨停，涨幅为10.00%，现报102300元/吨。,2023-12-08
2023-12-08 01:00:29,国内商品期市开盘多数上涨 碳酸锂涨超9%,【国内商品期市开盘多数上涨 碳酸锂涨超9%】国内商品期市开盘多数上涨，碳酸锂涨超9%，逼近涨停，纯碱涨近8%，纸浆涨近4%，SC原油涨超3%，铁矿石、液化石油气（LPG）涨超2%。跌幅方面，燃料油跌超1%。,2023-12-08
2023-12-08 00:44:51,腾讯大股东Prosus再减持51.35万股腾讯股份 持股比例降至24.99%,【腾讯大股东Prosus再减持51.35万股腾讯股份 持股比例降至24.99%】财联社12月8日电，监管文件显示，腾讯大股东、南非Naspers集团荷兰子公司Prosus于12月7日出售了51.35万股腾讯普通股，使其对腾讯的持股比例降至24.99%。,2023-12-08
2023-12-08 00:24:24,财联社12月8日早间新闻精选,"【财联社12月8日早间新闻 精选】
1、外交部发言人华春莹宣布，应越南共产党中央委员会总书记阮富仲、越南社会主义共和国主席武文赏邀请，中共中央总书记、国家主席习近平将于12月12日至13日对越南进行国事访问。
2、国务院总理李强7日在京同欧洲理事会主席米歇尔、欧盟委员会主席冯德莱恩共同主持第二十四次中国—欧盟领导人会晤。双方将坚持双向开放、互利共赢，反对“脱钩断链”，为对方企业提供公平、非歧视的营商环境，坚持通过对话协商妥善解决分歧。
3、国务院印发《空气质量持续改善行动计划》提出，大力发展新能源和清洁能源，到2025年电能占终端能源消费比重达30%左右；加快提升机动车清洁化水平，力争到202",2023-12-08
2023-12-08 00:00:08,投资日历：周五资本市场大事提醒,"【投资日历：周五资本市场大事提醒】
①今日共有1只新股申购，为北交所的灵鸽科技(833284)。
②国新办将于12月8日举行新闻发布会，介绍推进上海自贸试验区全面对接国际高标准经贸规则有关情况。
③2023华为花粉年会定于12月8日至10日在东莞举行。
④第二届数字政府建设峰会暨“数字湾区”发展论坛将于12月8日至10日在广州举办。
⑤全球首款CRISPR基因编辑疗法获批上市，FDA将在12月8日进行评审。
⑥上海证券交易所与中证指数有限公司决定调整上证50、上证180、上证380、科创50等指数样本，于12月8日收市后生效。
⑦中证指数有限公司宣布将调整沪深300、中证500、中证1000等",2023-12-08
2023-12-07 22:31:18,周五你需要知道的隔夜全球要闻,"【周五你需要知道的隔夜全球要闻】
1、美国上周首次申领失业救济人数为22万人，预估为22万人，前值为21.8万人。
2、日元在纽约午后交易时段延续涨势，盘中一度上涨3.8%至1美元兑141.71日元，创出2022年12月以来的最大涨幅。
3、摩根士丹利中国A股指数基金（CAF）宣布自购至多20%的流通股，自购将于2024年1月22日开始，并在2024年2月20日前结束。
4、美国家庭财富第三季度创下一年来最大降幅，原因是所持股票价值减少。
5、伊拉克石油部长表示，将继续支持欧佩克+协议并承诺自愿减产。
6、黑石集团与Digital Realty合作，投资70亿美元建设数据中心，黑石集团将拥有8",2023-12-08
2023-12-07 22:15:08,大摩A股指数基金宣布自购至多20%流通股,【大摩A股指数基金宣布自购至多20%流通股】财联社12月8日电，摩根士丹利中国A股指数基金（CAF）8日凌晨宣布自购至多20%的流通股，按最新收盘价约合5100万美元。此次自购将于2024年1月22日开始，并在2024年2月20日前结束。,2023-12-08
