时间,标题,简讯,date
2023-12-28 09:30:47,北向资金今日大幅净买入135.58亿元 隆基绿能获净买入6.38亿元,北向资金今日大幅净买入135.58亿元。隆基绿能、五粮液、贵州茅台分别获净买入6.38亿元、6.0亿元、5.56亿元。长安汽车净卖出额居首，金额为5.09亿元。,2023-12-28
2023-12-28 09:27:34,安徽证监局对徽商期货有限责任公司采取责令改正措施,【安徽证监局对徽商期货有限责任公司采取责令改正措施】财联社12月28日电，安徽证监局公告，经查，徽商期货有限责任公司存在以下情形： 一是互联网营销活动事前内容审核、事中合规管控不到位；交易咨询业务产品设计、销售环节风险管控不到位；资产管理业务产品管理职责履行不规范，对外担任投资顾问留痕不完整。二是部分信息系统性能、容量压力测试不充分，运维管理不到位。安徽证监局决定对徽商期货采取责令改正的监督管理措施，并记入证券期货市场诚信档案。,2023-12-28
2023-12-28 09:16:40,欧洲央行管委Holzmann：不保证2024年会降息,【欧洲央行管委Holzmann：不保证2024年会降息】财联社12月28日电，欧洲央行的Holzmann表示，现在考虑降息还为时过早，不保证2024年会降息。,2023-12-28
2023-12-28 08:53:17,财政部部长蓝佛安：明年积极的财政政策将适度加力、提质增效，保持适当支出强度,【财政部部长蓝佛安：明年积极的财政政策将适度加力、提质增效，保持适当支出强度】财联社12月28日电，“全面推进中国式现代化建设”经济形势系列报告会第三场报告会28日在京举行，财政部部长蓝佛安作了“实施积极的财政政策　为全面建设社会主义现代化国家提供财政保障”的专题报告。蓝佛安表示，要坚定信心、振奋精神，认真做好明年各项工作。按照中央经济工作会议部署，积极的财政政策将适度加力、提质增效，保持适当支出强度，提高政策精准性针对性，推进财政管理法治化、科学化、标准化、规范化。聚焦中国式现代化目标任务，财政部门将进一步强化政策支持和资金保障，统筹用好税收、转移支付、政府投资、融资担保等政策工具，加强财政,2023-12-28
2023-12-28 08:53:08,财政部部长蓝佛安：明年中国经济面临的机遇大于挑战 有利条件强于不利条件,【财政部部长蓝佛安：明年中国经济面临的机遇大于挑战 有利条件强于不利条件】财联社12月28日电，“全面推进中国式现代化建设”经济形势系列报告会第三场报告会28日在京举行，财政部部长蓝佛安作了“实施积极的财政政策　为全面建设社会主义现代化国家提供财政保障”的专题报告。蓝佛安认为，展望明年，中国经济面临的机遇大于挑战，有利条件强于不利条件。我国经济韧性强、潜力大、活力足的基本面没有改变，制度优势、市场优势、产业体系优势、人力资源优势等重要优势持续巩固，高质量发展具备坚实支撑。我们完全有信心、有能力、有条件完成全年经济社会发展预期目标任务，并为明年发展打下良好基础。,2023-12-28
2023-12-28 08:52:27,上期能源：发现7组25名客户在集运指数（欧线）期货品种交易中涉嫌未申报实际控制关系 限制其开仓1个月以及限制出金,【上期能源：发现7组25名客户在集运指数（欧线）期货品种交易中涉嫌未申报实际控制关系 限制其开仓1个月以及限制出金】财联社12月28日电，上海国际能源交易中心发现7组25名客户在集运指数（欧线）期货品种交易中涉嫌未申报实际控制关系，根据《上海国际能源交易中心交易规则》《上海国际能源交易中心实际控制关系账户管理细则》的相关规定，决定对上述客户在集运指数（欧线）期货品种上采取限制开仓1个月以及限制出金的监管措施。,2023-12-28
2023-12-28 08:50:27,中国海军拒绝为以色列商船护航？国防部：假消息,【中国海军拒绝为以色列商船护航？国防部：假消息】财联社12月28日电，国防部举行例行记者会，国防部新闻局局长、国防部新闻发言人吴谦大校答记者问。有记者提问，有外媒近日报道称，一艘以色列货船向中国海军部署在红海的“乌鲁木齐”舰发出护航请求，遭到中方拒绝。这事是真的吗？国防部有何回应？吴谦表示，这是彻头彻尾的假消息。,2023-12-28
2023-12-28 08:40:20,雷军回应小米汽车定价：9万9、14万9是不可能的,【雷军回应小米汽车定价：9万9、14万9是不可能的】财联社12月28日电，在小米汽车技术发布会上，小米集团创始人雷军讲解了小米首辆轿车SU7的性能。在雷军的对比中，小米汽车拥有不逊特斯拉Model S的性能指标，0-100km/h加速、100km/h-0刹车距离、最高时速三大指标均不落后。雷军坚定地说：“所以说不要喊9万9了（指小米SU7定价），不可能的！”雷军进一步说：“但凡有这种表现和配置的，都得40万以上！所以14万9也不用再讲了，还是要尊重一下科技啊！”,2023-12-28
2023-12-28 08:21:18,美商务部将调查“关键行业采购中国传统芯片”情况 商务部回应,【美商务部将调查“关键行业采购中国传统芯片”情况 商务部回应】财联社12月28日电，有媒体提问称，美国商务部日前表示，将对美国半导体行业的供应链和国防工业展开调查，以减少“中国构成的国家安全风险”。美方发起的这项调查将重点关注美国关键行业对中国制造的传统芯片的使用与采购情况，以评估其半导体供应链对中国芯片的依赖程度。请问发言人对此有何评论？对此，商务部新闻发言人何亚东表示，半导体产业高度全球化，任何违背市场规律、割裂全球半导体市场的行为，不仅损害中国企业正当权益，也将影响包括美国企业在内的各国半导体企业的利益，扰乱全球产业链、供应链稳定。中方将密切关注美方相关措施的动向和影响，坚决维护自身利益,2023-12-28
2023-12-28 08:12:12,港股游戏股持续回暖 IGG涨近9%、哔哩哔哩涨超5%,【港股游戏股持续回暖 IGG涨近9%、哔哩哔哩涨超5%】财联社12月28日电，港股游戏股持续回暖，截至今日收盘，游戏软件指数涨3.45%，IGG涨8.81%，哔哩哔哩涨5.13%，心动公司涨5.11%，腾讯控股涨2.8%，网易涨3.37% 。消息面上，腾讯控股27日在港交所公告，当日以每股282.2-291港元的价格回购351万股股份，耗资约10亿港元。,2023-12-28
