时间,标题,简讯,date
2023-09-04 09:39:27,南京放宽落户政策：35岁以下大专生缴社保即可落户,【南京放宽落户政策：35岁以下大专生缴社保即可落户】9月4日下午，南京市举行“解读《南京市全力促进经济持续回升向好若干政策措施》”新闻发布会，宣布进一步降低落户门槛，放宽人才落户条件。南京市公安局人口管理支队副支队长马阳介绍，南京将进一步降低落户门槛，放宽人才落户条件，市公安局拟会同市人社局深入开展调查研究，调整修订《南京市人才落户实施办法》，在该政策中新增“35周岁（含）以下大专学历毕业生，正在南京市缴纳社保即可落户”的内容。《南京市人才落户实施办法》是南京市公安局规范性文件，将按照有关程序规定办理，适时印发实施。,2023-09-04
2023-09-04 09:30:47,北向资金今日大幅净买入68.84亿元 招商银行获净买入5.1亿元,北向资金今日大幅净买入68.84亿元。招商银行、贵州茅台、五粮液分别获净买入5.1亿元、4.83亿元、4.7亿元。宁德时代净卖出额居首，金额为3.25亿元。,2023-09-04
2023-09-04 09:28:43,东方材料：收到Nokia终止出售TD TECH 51%股权通知,【东方材料：收到Nokia终止出售TD TECH 51%股权通知】财联社9月4日电，东方材料公告，收到Nokia终止出售TD TECH 51%股权通知，其单方面要求终止《股权转让协议》。,2023-09-04
2023-09-04 09:21:20,习近平向2023中国国际智能产业博览会致贺信,【习近平向2023中国国际智能产业博览会致贺信】9月4日，国家主席习近平向2023中国国际智能产业博览会致贺信。,2023-09-04
2023-09-04 08:09:40,香港恒生指数收涨2.51% 恒生科技指数涨3%,香港恒生指数收涨2.51%，恒生科技指数涨3%。融创中国涨超34%，碧桂园涨超14%，中芯国际涨超10%，中国恒大涨超7%，零跑汽车、中国平安涨超6%，京东集团涨近5%。,2023-09-04
2023-09-04 08:02:31,,中芯国际H股尾盘持续拉升，现涨11.68%，创6月20日以来新高，成交超23亿港元。,2023-09-04
2023-09-04 07:58:14,四部门：对符合条件的从事污染防治的第三方企业减按15%的税率征收企业所得税,财联社9月4日电，财政部、税务总局、国家发展改革委、生态环境部公告，对符合条件的从事污染防治的第三方企业（以下称第三方防治企业）减按15%的税率征收企业所得税。执行期限自2024年1月1日起至2027年12月31日止。,2023-09-04
2023-09-04 07:51:13,,财联社9月4日电，中芯国际H股尾盘持续拉升，涨超8%，创6月20日以来新高，成交超21亿港元。,2023-09-04
2023-09-04 07:29:01,9月4日涨停分析,【9月4日涨停分析】今日共49股涨停，连板股总数7只，16股封板未遂，封板率为75%（不含ST股、退市股及未开板新股）。个股方面，家居装饰板块我乐家居6板、梦天家居2板、中装建设2板，汽车产业链的中马传动5板，地产股中迪投资7天5板、新大正6天3板，华为产业链的捷荣技术4板、华映科技3天2板、拓维信息4天2板，芯片股庚星股份5天4板，大麻概念+中药的通化金马4天3板。今日收涨个股3976只，收跌个股990只。,2023-09-04
2023-09-04 07:09:53,李强将出席二十国集团领导人第十八次峰会,【李强将出席二十国集团领导人第十八次峰会】外交部发言人毛宁宣布：应印度共和国政府邀请，国务院总理李强将于9月9日至10日出席在印度新德里举行的二十国集团领导人第十八次峰会。,2023-09-04
2023-09-04 07:03:44,北向资金全天净买入68.84亿元 结束连续5日净卖出,【北向资金全天净买入68.84亿元 结束连续5日净卖出】财联社9月4日电，北向资金全天大幅净买入68.84亿元，结束连续5日净卖出；其中，沪股通净买入38.26亿元，深股通净买入30.58亿元。,2023-09-04
2023-09-04 07:03:43,收评：沪指高开高走涨1.4% 两市近4000只个股上涨,【收评：沪指高开高走涨1.4% 两市近4000只个股上涨】财联社9月4日电，大盘全天高开高走，沪指、深成指均涨超1%，北证50指数涨近6%。盘面上，华为概念股午后大涨，华映科技、捷荣技术、拓维信息等超10股涨停。顺周期板块全天强势，油气、钢铁、煤炭、有色等板块集体大涨，准油股份、宝地矿业、云煤能源、北方铜业等涨停。地产产业链概念股持续活跃，顶固集创、中源家居、爱丽家居等多股涨停。白酒股震荡反弹，金徽酒涨停。下跌方面，次新股陷入调整，康鹏科技、盛邦安全等跌超5%。总体上个股涨多跌少，两市近4000只个股上涨。沪深两市今日成交额8849亿，较上个交易日放量1396亿。板块方面，油气、钢铁、华为概念,2023-09-04
2023-09-04 06:53:53,香港财政司司长陈茂波澄清：未排除减印花税选项 需以组合拳全面看、不能单靠一招,【香港财政司司长陈茂波澄清：未排除减印花税选项 需以组合拳全面看、不能单靠一招】财联社9月4日电，香港财政司司长陈茂波周日发表网志，指调低股票印花税并不足以结构性、长期地刺激股市交投，令市场对香港会否减股票印花税存疑。陈茂波今出席活动时澄清，称“大家不要误会”，强调并未排除减印花税的选项，只是需要以组合拳全面看，不能单靠一招。香港除不断提升自身竞争力，也要发挥好互联互通的角色，引进更多新水，基于地缘政治下大家关注资金量，故未来要研究如何更方便北水下来，而人民币双柜台只是其中一小部分，未来要研究更多风险管理及衍生工具产品，以及人民币国际化等。,2023-09-04
2023-09-04 06:12:13,华为产业链持续活跃 常山北明等多股涨停,【华为产业链持续活跃 常山北明等多股涨停】财联社9月4日电，华为产业链持续走高，华为海思、华为鸿蒙、华为手机等方向均表现不俗。常山北明涨停，此前捷荣技术4连板，华力创通20CM涨停，中富电路、世纪鼎利涨超10%，福日电子、润和软件、飞荣达涨超7%。消息面上，根据相关媒体报道，华为已经将Mate60Pro加单至1500万到1700万台，这意味着华为Mate60 Pro的销售情况可能超出了华为最初的预计。,2023-09-04
2023-09-04 05:40:57,广州多楼盘提前执行首套首付20% 具体以银行审批为准,【广州多楼盘提前执行首套首付20% 具体以银行审批为准】财联社9月4日电，自2017年以来广州购买首套住房商贷首付最低比例均为30%。虽然目前广州暂未出台具体的首付比例政策，但保利、万科、新世界等多个头部开发商旗下的项目均发布了海报表示首付低至20%。记者就首付比例向开发商相关部门负责人询问时，得到的答复则是：以银行审批结果为准。,2023-09-04
2023-09-04 05:29:50,美商务部长雷蒙多称美将继续对华出售芯片 但不卖最顶尖芯片,【美商务部长雷蒙多称美将继续对华出售芯片 但不卖最顶尖芯片】财联社9月4日电，美国商务部长雷蒙多于8月30日结束为期四天的访华之行返回美国。雷蒙多9月3日出现在美国有线电视新闻网（CNN）“国情咨文”节目中，声称美国将继续向中国出售芯片，但“永远不会向中国出售我们最顶尖的（人工智能）芯片”。雷蒙多还表示，美国有望在2030年前“拥有一个庞大、深入、世界上最好的半导体生态系统……我们在半导体设计方面已处于世界领先地位。你可以通过人工智能芯片看到这一点。我们在软件领域处于世界领先地位。”,2023-09-04
2023-09-04 04:26:34,独家｜监管正开展保险资金长期入市情况调研,【独家｜监管正开展保险资金长期入市情况调研】财联社记者获悉，近日监管部门向险企下发《关于开展保险资金长期入市情况调研的通知》，为了解保险资金长期入市情况，组织开展有关调研，内容包括国外（欧美）市场历史演变、政策支持；国内投资情况、投资方式、考核方式；国内发展中存在困难及问题；以及政策建议等，要求9月14日前形成调研报告并发送。（财联社记者 王宏）,2023-09-04
2023-09-04 04:02:48,港股午评：两大指数高开高走均涨超2% 融创中国涨超34%,【港股午评：两大指数高开高走均涨超2% 融创中国涨超34%】财联社9月4日电，港股早盘高开高走，香港恒生指数涨2.55%，恒生科技指数涨2.5%。板块方面，钢铁金属、内房、建材水泥、黄金、物业管理及服务、煤炭、教育、银行、保险等板块走强。其中，内房股集体大涨，融创中国大涨超34%，新城发展涨超20%，碧桂园涨超14%。消闲及文娱设施、禽畜饲料、电力等板块走弱。,2023-09-04
2023-09-04 03:52:20,9月4日午间涨停分析,【9月4日午间涨停分析】今日午盘两市共35股涨停，连板股总数6只，15股封板未遂，封板率为70%（不含ST股、退市股及未开板新股）。个股方面，家居装饰板块我乐家居6板、梦天家居2板、中装建设2板，地产股中迪投资7天5板、新大正6天3板，华为产业链的捷荣技术4板，煤炭股云煤能源2板。,2023-09-04
2023-09-04 03:40:11,央行北京分行：正在研究LPR改革之前的存量房贷利率调整方案 9月25日之前会向社会公布,【央行北京分行：正在研究LPR改革之前的存量房贷利率调整方案 9月25日之前会向社会公布】记者从中国人民银行北京市分行相关人士获悉，LPR改革之前北京地区存在各个银行的利率下限并不是完全统一的情况，一些房贷业务比较集中的银行的利率下限可能高于其他银行，这种不同银行之间不一致的情况如何处理，目前仍在研究当中，但9月25日之前会向社会公布。,2023-09-04
2023-09-04 03:32:22,午评：上证50高开高走涨1.7% 顺周期板块全线爆发,【午评：上证50高开高走涨1.7% 顺周期板块全线爆发】财联社9月4日电，市场早盘高开高走，沪指领涨，上证50指数涨近2%，北证50指数涨近6%。盘面上，顺周期板块全线爆发，油气、钢铁、煤炭、有色等板块集体大涨，准油股份、宝地矿业、云煤能源、北方铜业等涨停。地产产业链概念股持续活跃，顶固集创、中源家居、爱丽家居等多股涨停。白酒股震荡反弹，金徽酒涨停。大金融股盘中拉升，中国太保、宁波银行涨近5%。下跌方面，次新股陷入调整，康鹏科技、盛邦安全等跌超5%。总体上个股涨多跌少，两市超3200只个股上涨。沪深两市今日成交额5496亿，较上个交易日放量686亿。板块方面，油气、钢铁、煤炭、白酒等板块涨幅居,2023-09-04
