时间,标题,简讯,date
2023-12-26 09:35:29,券商落地“限售股不得融券”新规 要求客户修订合同或签署承诺书,【券商落地“限售股不得融券”新规 要求客户修订合同或签署承诺书】今日有传闻称，有券商通知客户“限售股不得融券”，并被视为最新规定。实情如何？据财联社记者了解，根据10月份沪深交易所发布的《关于优化融券交易和转融通证券出借交易相关安排的通知》要求，券商已按新规对客户进行相关约束。新规中明确，“投资者在持有上市公司限售股份、战略配售股份，以及持有以大宗交易方式受让的大股东或者特定股东减持股份等有转让限制股份的，在限制期内，投资者及其关联方不得融券卖出该上市公司股票”，并于10月16日起实施。据记者了解，各家券商跟客户约束的情况不一，有的采取修订合同，有的则签署承诺书。（记者 刘超凤）,2023-12-26
2023-12-26 09:32:27,国务院国资委：2024年中央企业效益要稳步提升 利润总额、净利润和归母净利润协同增长,【国务院国资委：2024年中央企业效益要稳步提升 利润总额、净利润和归母净利润协同增长】财联社12月26日电，国务院国资委召开中央企业负责人会议。会议强调，2024年国资委对中央企业总体保持“一利五率”目标管理体系不变，具体要求是“一利稳定增长，五率持续优化”，即中央企业效益稳步提升，利润总额、净利润和归母净利润协同增长，净资产收益率、全员劳动生产率、营业现金比率同比改善，研发投入强度和科技产出效率持续提高，整体资产负债率保持稳定，在高质量发展中防范和化解风险，坚决当好服务全面建设社会主义现代化强国的战略性力量、带动我国产业体系全面升级的引领性力量、推动国家经济社会发展的支撑性力量。,2023-12-26
2023-12-26 08:35:34,华为正式发布问界M9 售价46.98万元起,【华为正式发布问界M9 售价46.98万元起】财联社12月26日电，在问界M9及华为冬季全场景发布会上，华为终端BG CEO、智能汽车解决方案BU董事长余承东正式发布问界M9，增程Max版售价46.98万元，增程Ultra版售价52.98万元；纯电Max版售价50.98万元，纯电UItra版售价56.98万元。在续航方面，问界M9搭载第4代增程平台，52度电池版本CLTC工况下综合续航达到1402km，纯电续航达到275km。,2023-12-26
2023-12-26 08:32:46,一图看懂：2023年A股热炒题材,【一图看懂：2023年A股热炒题材】财联社12月26日电，2023年无疑是A股市场的题材大年，广大投资者见证了从上半年的泛科技到下半年的玄学炒作的层出不穷的新概念的诞生。从年初的ChatGPT、CPO，到年中的华为产业链，再到年末的“龙字辈”、“北交所”，“麻将概念”，市场中最活跃的一批资金挖掘并热炒了如此多的新题材。在这里，让大家重温下2023年我们所经历的A股市场的各种热炒题材和玄学炒作。,2023-12-26
2023-12-26 08:23:51,两连板蔚蓝生物：公司合成生物技术创新实验室储备的研发项目较少 尚不具备产业化条件,【两连板蔚蓝生物：公司合成生物技术创新实验室储备的研发项目较少 尚不具备产业化条件】财联社12月26日电，蔚蓝生物发布股票交易异常波动公告，近日，公司关注到网络及部分媒体发布了关于“合成生物学”的相关报道。公司的主营业务为酶制剂、微生态制剂以及动物保健品的研发、生产和销售。公司前期定期报告中披露的合成生物技术创新实验室主要用于研发功能性蛋白、甜味剂等，但是储备的研发项目较少，投入金额较小，目前仍处于前期研发阶段，尚不具备产业化条件。,2023-12-26
2023-12-26 08:00:22,,财联社12月26日电，工信部公布《减免车辆购置税的新能源汽车车型目录》（第一批），两款纯电动轿车小米 SU7在列，生产企业名称为“北京汽车集团越野车有限公司”。,2023-12-26
2023-12-26 07:54:46,美方以涉疆为借口制裁中国官员和企业 外交部宣布反制措施,"【美方以涉疆为借口制裁中国官员和企业 外交部宣布反制措施】外交部发言人毛宁12月26日主持例行记者会。有记者提问，近日美方发布涉疆年度人权报告，对2名中国官员和3家中国企业实施制裁。中方表示将采取坚决反制措施，发言人能否介绍中方的具体反制措施？

毛宁表示，美方再次炮制散布涉疆虚假叙事，以所谓新疆人权问题为借口对中方官员和企业实施非法制裁，严重干涉中国内政，严重违反国际法和国际关系基本准则，严重抹黑中方形象，严重损害中方有关官员和企业的合法权益。中方对此坚决反对、予以强烈谴责，已向美方提出严正交涉。

毛宁表示，我们再次敦促美方停止对中国的污蔑抹黑，撤销对中方官员和企业的非法单边制裁，停止实",2023-12-26
2023-12-26 07:45:50,拜登签署含消极涉华内容的国防授权法案 外交部回应,"【拜登签署含消极涉华内容的国防授权法案 外交部回应】12月26日，外交部发言人毛宁主持例行记者会。有记者提问，当地时间12月22日，美国总统拜登将2024财年国防授权法案签署成法，该案包含涉华消极条款。中方对此有何评论？

毛宁表示，美方执意通过并签署包含涉华消极内容的2024财年国防授权法案，中方对此表示强烈不满和坚决反对，已向美方提出严正交涉。该法案干涉中国内政，鼓噪美国对台军事支持，违反一个中国原则和中美三个联合公报。我们敦促美方切实将美国领导人不支持“台独”的承诺落到实处，停止操弄台湾问题，停止危害台海和平稳定。

毛宁指出，该法案渲染中国威胁，打压中国企业，限制中美正常经贸往来和人文",2023-12-26
2023-12-26 07:21:33,12月26日涨停分析,【12月26日涨停分析】今日共38股涨停，连板股总数11只，10股封板未遂，封板率为79%（不含ST股、退市股及未开板新股）。个股方面，“龙字辈”个股龙韵股份12天7板、世龙实业4板、龙洲股份2板，消费电子板块亚世光电5板、捷荣技术7天5板、双象股份5天3板，次新股永达股份6天5板，光伏股清源股份4板，合成生物概念股蔚蓝生物2板、播恩集团2板，短剧概念股天威视讯2板。今日收涨个股662只，收跌个股4332只。,2023-12-26
2023-12-26 07:03:36,收评：沪指跌0.68%再度失守2900点 全市场4400只个股飘绿,【收评：沪指跌0.68%再度失守2900点 全市场4400只个股飘绿】财联社12月26日电，大盘全天低开低走，创业板指领跌，沪指再度失守2900点。盘面上，磷化工概念股震荡走强，川金诺、湖北宜化、中毅达、新农股份涨停。光伏概念股局部反弹，清源股份4连板，三峡新材涨停。水利、环保股午后异动，联合水务、海天股份涨停。MR概念股走势分化，双象股份涨停，丝路视觉一度涨超10%。龙字辈个股继续活跃，龙洲股份、龙星化工等涨停。下跌方面，数据要素概念股集体调整，深桑达A跌停。总体上个股跌多涨少，全市场4400只个股下跌。沪深两市今日成交额6099亿，较上个交易日放量18亿。板块方面，磷化工、PEEK材料、贵,2023-12-26
2023-12-26 06:05:04,北证50跌超2% 近20股跌超6%,【北证50跌超2% 近20股超6%】财联社12月26日电，北交所个股快速跳水，北证50指数跌超2%，吉冈精密、浙江大农跌超10%，辰光医疗、花溪科技、同享科技、乐创技术等跌近20股超6%。,2023-12-26
2023-12-26 06:03:37,,财联社12月26日电，新加坡铁矿石期货触及每吨140美元，为18个月高点。,2023-12-26
2023-12-26 03:48:18,12月26日午间涨停分析,【12月26日午间涨停分析】今日午盘两市共29股涨停，连板股总数10只，6股封板未遂，封板率为83%（不含ST股、退市股及未开板新股）。个股方面，传媒股龙韵股份12天7板、天威视讯2板，MR混合现实概念股亚世光电5板，次新股永达股份6天5板。,2023-12-26
