时间,标题,简讯,date
2023-10-27 09:31:20,北向资金净买入46.68亿元 天齐锂业获净买入5.27亿元,北向资金净买入46.68亿元，为8月4日以来首次连续两日净买入。天齐锂业、比亚迪、中国中免分别获净买入5.27亿元、2.08亿元、1.63亿元。山西汾酒净卖出额居首，金额为4.16亿元。,2023-10-27
2023-10-27 09:11:27,韦尔股份：第三季度净利润2.15亿元 同比增长279.61%,【韦尔股份：第三季度净利润2.15亿元 同比增长279.61%】财联社10月27日电，韦尔股份披露三季度报告，前三季度公司实现营业收入150.81亿元，同比下降1.96%；实现归母净利润3.68亿元，同比下降82.86%。其中，第三季度净利润2.15亿元，同比增长279.61%。,2023-10-27
2023-10-27 09:05:31,五粮液：第三季度净利润同比增长18.57%,【五粮液：第三季度净利润同比增长18.57%】财联社10月27日电，五粮液发布第三季度报告，第三季度实现营业收入170.3亿元，同比增长16.99%；归属于上市公司股东的净利润57.96亿元，同比增长18.57%。,2023-10-27
2023-10-27 08:41:54,中国平安前三季度寿险及健康险新业务价值大增40.9% 人均产能大幅提升94.4% ,【中国平安前三季度寿险及健康险新业务价值大增40.9% 人均产能大幅提升94.4% 】财联社10月27日电，中国平安27日公布2023年前三季度业绩，集团归属于母公司股东的营运利润1124.82亿元，归属于母公司股东的净利润875.75亿元，年化营运 ROE达 16.7%。集团归母净资产突破9000亿元。平安寿险、平安产险、平安银行三大核心业务归母营运利润保持稳健。持续坚定实施“4渠道+3产品”战略，平安寿险及健康险业务新业务价值335.74亿元，可比口径下同比大增40.9%。代理人渠道产能大幅提升，人均新业务价值同比增长94.4%。,2023-10-27
2023-10-27 08:39:22,洋河股份：第三季度净利润23.4亿元 同比增长7.46%,【洋河股份：第三季度净利润23.4亿元 同比增长7.46%】财联社10月27日电，洋河股份公布三季报，第三季度实现营业收入84.1亿元，同比增长11.03%，净利润23.4亿元，同比增长7.46%。,2023-10-27
2023-10-27 08:34:41,,"财联社10月27日电，工商银行第三季度净利润949亿元人民币，同比增长0.03%；前9个月净利润2,687亿元。",2023-10-27
2023-10-27 08:23:14,牧原股份：第三季度净利同比下降88.57% 终止境外发行全球存托凭证事项,【牧原股份：第三季度净利同比下降88.57% 终止境外发行全球存托凭证事项】财联社10月27日电，牧原股份公布三季报，第三季度实现营业收入311亿元，同比下降14.81%，净利润9.37亿元，同比下降88.57%，前三季度归母净利润亏损18.42亿元。公司同日公告，鉴于内外部环境等客观因素发生变化，终止境外发行全球存托凭证事项。小财注：Q2净亏损15.82亿元。,2023-10-27
2023-10-27 08:13:49,社保基金会：充分发挥机构投资者和长期资金作用 在服务国家战略实施、助力资本市场稳健发展的同时把握投资机遇,【社保基金会：充分发挥机构投资者和长期资金作用 在服务国家战略实施、助力资本市场稳健发展的同时把握投资机遇】财联社10月27日电，社保基金会10月26日至27日在成都组织召开2023年境内投资管理人座谈会，刘伟理事长出席会议并讲话，王文灵副理事长主持会议。社保基金和养老基金24家投资管理人的主要负责人、投资经理以及社保基金会有关部门负责同志参加会议。刘伟同志强调，当前世界百年未有之大变局加速演进，外部环境复杂严峻，国内经济恢复发展的基础尚不够稳固，资本市场波动加大，基金投资运营面临较多风险挑战。社保基金会和各家管理人要始终保持清醒头脑和战略定力，充分认识到我国经济增长的大趋势没有改变，必须进一,2023-10-27
2023-10-27 08:10:03,香港恒生指数收涨2.08% 恒生科技指数涨2.52%,香港恒生指数收涨2.08%，恒生科技指数涨2.52%。中国恒大涨超6%，中芯国际、小鹏汽车涨超5%，赣锋锂业、哔哩哔哩涨超4%；恒大物业跌超4%，零跑汽车跌近2%。,2023-10-27
2023-10-27 08:09:44,社保基金会召开2023年境内投资管理人座谈会：A股进入了长期配置价值的窗口期 要强化逆周期投资思维 积极把握资本市场长期投资机会,【​社保基金会召开2023年境内投资管理人座谈会：A股进入了长期配置价值的窗口期 要强化逆周期投资思维 积极把握资本市场长期投资机会】财联社10月27日电，社保基金会10月26日至27日在成都组织召开2023年境内投资管理人座谈会，刘伟理事长出席会议并讲话，王文灵副理事长主持会议。社保基金和养老基金24家投资管理人的主要负责人、投资经理以及社保基金会有关部门负责同志参加会议。与会管理人负责同志和投资经理代表围绕当前宏观经济和资本市场形势，就如何进一步做好社保基金和养老基金投资管理工作进行了深入交流。大家在发言中表示，我国经济具有较强内生增长动力，对经济基本面长期向好充满信心，必须加强研究分析，,2023-10-27
2023-10-27 08:03:41,万科A：第三季度净利润37.5亿元 同比下降22.53%,【万科A：第三季度净利润37.5亿元 同比下降22.53%】财联社10月27日电，万科A公布三季报，第三季度实现营业收入894.16亿元，同比下降31.62%；归属于上市公司股东的净利润37.51亿元，同比下降22.53%。,2023-10-27
2023-10-27 08:02:10,华为：2023年前三季度实现销售收入4566亿元 同比增长2.4%,"【华为：2023年前三季度实现销售收入4566亿元 同比增长2.4%】财联社10月27日电，华为发布2023年前三季度经营业绩，实现销售收入4,566亿元人民币，同比增长2.4%，净利润率16.0%。华为轮值董事长胡厚崑表示，公司经营结果符合预期，将持续加大研发投入，发挥公司产业组合优势，不断提升产品和服务竞争力。",2023-10-27
2023-10-27 07:47:39,财政部：1-9月国有企业利润总额34797.5亿元 同比增长4.3%,【财政部：1-9月国有企业利润总额34797.5亿元 同比增长4.3%】财联社10月27日电，财政部发布数据显示，1-9月，国有企业营业总收入619689.5亿元，同比增长3.9%。1-9月，国有企业利润总额34797.5亿元，同比增长4.3%。,2023-10-27
2023-10-27 07:33:24,10月27日涨停分析,【10月27日涨停分析】今日共76股涨停，连板股总数16只，26股封板未遂，封板率为74%（不含ST股、退市股及未开板新股）。个股方面，算力板块高新发展7板，卫星互联网概念股龙洲股份6板、亚光科技创业板2板，业绩超预期的顺发恒业6板、圣阳股份2板，汽车产业链的宁波高发4板、江淮汽车3板，家电股富佳股份4板，水利基建板块冠龙节能创业板3板、龙泉股份3板、青龙管业3板。今日收涨个股3842只，收跌个股1119只。,2023-10-27
2023-10-27 07:03:36,收评：沪指放量涨近1%收复3000点 两市逾百股涨超9%,【收评：沪指放量涨近1%收复3000点 两市逾百股涨超9%】财联社10月27日电，大盘全天低开高走，创业板指领涨，沪指收复3000点。盘面上，医药股集体大涨，CRO、创新药方向领涨，凯因科技、诚达药业、昭衍新药、江苏吴中等多股涨停。锂电池、光伏等赛道股展开反弹，科达利、恩捷股份、西藏矿业等涨停。汽车产业链个股继续活跃，江淮汽车、一汽解放、宁波高发、天龙股份等涨停。光刻机、光刻胶概念股午后异动，张江高科、东方嘉盛涨停。下跌方面，华为概念股陷入调整，捷荣技术连续两日跌停。总体上个股涨多跌少，两市超3800只个股上涨，逾百股涨超9%。沪深两市今日成交额9644亿，较上个交易日放量1219亿。板块方面,2023-10-27
2023-10-27 06:53:42,新股N阿为特尾盘拉升 股价一度飙升1252%,【新股N阿为特尾盘拉升 股价一度飙升1252%】财联社10月27日电，北交所新股N阿为特尾盘继续拉升，股价一度飙升1252%，目前换手率近94%。,2023-10-27
2023-10-27 06:47:12,全国首次中药配方颗粒省际联盟集采开标：200个品种 平均降价50.77%,【全国首次中药配方颗粒省际联盟集采开标：200个品种 平均降价50.77%】财联社10月27日电，全国首次中药配方颗粒省际联盟集中带量采购10月27日在山东德州开标，产生拟中选结果。200个中药配方颗粒品种共有59家企业拟中选，平均降价50.77%。本次集采由山东牵头，覆盖山西、内蒙古、辽宁、吉林、黑龙江、安徽、江西、海南、云南、西藏、陕西、青海、新疆、新疆生产建设兵团等15个联盟省份，4319家医疗机构参加报量，采购需求量达到347.8万kg，覆盖联盟省份销售市场规模37.15亿元。200个具有国家药品标准的中药配方颗粒品种纳入集采范围，涵盖了医疗机构用量大、患者受众面广的黄芪、党参、当归、,2023-10-27
2023-10-27 06:07:14,,财联社10月27日电，香港恒生科技指数涨幅扩大至3%，恒生指数现涨2.6%。,2023-10-27
