时间,标题,简讯,date
2023-12-01 09:36:55,赛力斯：11月赛力斯汽车销量20318辆 同比增长145.92%,【赛力斯：11月赛力斯汽车销量20318辆 同比增长145.92%】财联社12月1日电，赛力斯公告，11月赛力斯汽车销量20318辆，同比增长145.92%。,2023-12-01
2023-12-01 09:30:52,北向资金今日净卖出49.97亿元 贵州茅台遭净卖出9.69亿元,北向资金今日净卖出49.97亿元。贵州茅台、招商银行、美的集团分别获净卖出9.69亿元、8.27亿元、5.26亿元。长安汽车净买入额居首，金额为4.91亿元。,2023-12-01
2023-12-01 08:50:39,9天6板中广天择：短剧业务对公司业绩无影响,【9天6板中广天择：短剧业务对公司业绩无影响】财联社12月1日电，中广天择发布异动公告，近期，有媒体报道公司涉及“短剧概念股”，截止目前，公司营业收入结构中不涉及短剧业务，短剧业务对公司业绩无影响。,2023-12-01
2023-12-01 08:45:56,上海：到2025年 张江高新区3-5家园区达到万亿级产业规模,上海印发《关于推进张江高新区改革创新发展建设世界领先科技园区的若干意见》，培育一批具有标杆示范意义的世界一流企业，重点园区实现主导产业特色化发展。到2025年，“独角兽”“隐形冠军”企业超过100家，三大先导产业总规模占全市85%以上。到2025年，3—5家园区达到万亿级产业规模，三大先导产业人才规模达到80万人，高质量孵化器数量达到20家，日均新增科技企业200家。,2023-12-01
2023-12-01 08:41:08,北交所启动公司债券发行承销业务,【北交所启动公司债券发行承销业务】财联社12月1日电，北交所发布通知，自2023年12月1日起正式启动公司债券（含企业债券）发行备案、簿记建档等发行承销业务。,2023-12-01
2023-12-01 08:33:45,"理想汽车：11月共计交付新车41,030辆 同比增长172.9%","理想汽车公告，2023年11月，理想汽车共计交付新车41,030辆，同比增长172.9%。截至2023年11月30日，理想汽车全年累计交付325,677辆，提前达成2023年30万辆目标。",2023-12-01
2023-12-01 08:27:40,国新投资宣布增持中证国新央企科技类指数基金 未来将持续增持,【国新投资宣布增持中证国新央企科技类指数基金 未来将持续增持】财联社12月1日电，中国国新控股有限责任公司今日发布公告称，旗下国新投资有限公司今日增持中证国新央企科技类指数基金，并将在未来继续增持。（记者 沈述红）,2023-12-01
2023-12-01 08:09:41,香港恒生指数收跌1.25% 恒生科技指数跌1.76%,香港恒生指数收跌1.25%，恒生科技指数跌1.76%。国美零售跌超12%，微博跌近11%，知乎跌超7%，小鹏汽车、恒大物业跌超5%，腾讯控股、美团跌超2%。,2023-12-01
2023-12-01 07:37:24,12月1日涨停分析,【12月1日涨停分析】今日共51股涨停，连板股总数10只，17股封板未遂，封板率为75%（不含ST股、退市股及未开板新股）。个股方面，汽车产业链的东安动力7板、伟时电子9天6板，传媒股引力传媒12天7板、中广天择9天6板，预制菜概念股惠发食品6板，智能驾驶板块晋拓股份4板、威帝股份3板，拥有资产注入预期的南京商旅4板，数据要素板块龙版传媒8天4板，AI概念股昆仑万维创业板首板、万兴科技创业板首板。今日收涨个股2974只，收跌个股1913只。,2023-12-01
2023-12-01 07:26:48,国有资本入场买入ETF  南方央企科技ETF、博时央企创新驱动ETF成交放量,【国有资本入场买入ETF  南方央企科技ETF、博时央企创新驱动ETF成交放量】财联社12月1日电，记者获悉，今日某国有资本运营公司进场买入多家公募基金公司旗下ETF产品。从ETF成交情况来看，截止下午三点，南方央企科技ETF成交额达2.98亿元，较前一日全天放量近8倍；博时央企创新驱动ETF成交额达3.21亿元，较前一日全天放量超4倍。（蓝鲸记者 沈述红）,2023-12-01
2023-12-01 07:02:41,收评：创业板指探底回升涨0.19%  AI应用端集体走强,【收评：创业板指探底回升涨0.19%  AI应用端集体走强】财联社12月1日电，大盘全天震荡分化，三大指数涨跌不一。盘面上，AI应用端集体走强，短剧、游戏板块延续强势，果麦文化、引力传媒、中广天择、姚记科技、游族网络涨停；AIGC板块午后发力，昆仑万维、万兴科技、网达软件、南兴股份涨停；跨境电商板块全天强势，因赛集团、南京商旅、苏豪弘业、焦点科技、美邦服饰涨停。中字头板块午后拉升，中成股份、中国高科、中公高科涨停。下跌方面，北证50指数跌超4%，北交所人气股志晟信息复牌大跌超25%，泰鹏智能、威贸电子等多股跌超10%。长安汽车概念分化，贵航股份跌停。总体上个股涨多跌少，全市场超3000只个股上,2023-12-01
2023-12-01 07:02:33,国内商品期货收盘 碳酸锂跌超6%续创上市以来新低,【国内商品期货收盘 碳酸锂跌超6%续创上市以来新低】财联社12月1日电，国内商品期货收盘，轻工领涨。玻璃涨超7%，纯碱涨超6%，焦煤、尿素涨逾2%，热卷、甲醇等涨逾1%，沪银、烧碱等小幅上涨；碳酸锂跌超6%，续创上市以来新低；生猪跌约4%，纸浆、白糖等跌超2%，NR、豆油等跌超1%，锰硅、PX等小幅下跌。,2023-12-01
2023-12-01 06:51:29,碳酸锂期货主力合约触及跌停 续创上市以来新低,【碳酸锂期货主力合约触及跌停 续创上市以来新低】碳酸锂期货主力合约触及跌停，报101500元/吨，日内跌幅6.97%，续创上市以来新低。,2023-12-01
2023-12-01 06:47:22,,财联社12月1日电，玻璃期货主力合约日内涨幅扩大至8%。,2023-12-01
2023-12-01 06:44:34,杭州临平区：限时实施购房贷款贴息政策 补贴期限为36个月,【杭州临平区：限时实施购房贷款贴息政策 补贴期限为36个月】财联社12月1日电，浙江省杭州市临平区发布“提经济 促发展 强动能”相关政策若干意见。住宅房屋新征迁项目实行多高层公寓安置的区域，鼓励实行房票安置，以优化房产资源配置，满足人民群众对安置房屋的多样化需求。加大购房补贴支持。自2023年12月1日起至2024年2月29日（含）前，对购买临平区新建商品住房的，在购房人办理不动产权证后，按照实际缴纳契税金额的50%标准给予补助；购买临平区非住宅新建商品房的，办理不动产权证后，对于购买800平方米以上的按照实际缴纳契税金额的50%标准给予补助。全面推行二手房交易“带押过户”。支持使用公积金支付,2023-12-01
2023-12-01 06:18:02,,玻璃期货主力合约日内涨幅扩大至6%，报1887元/吨。,2023-12-01
2023-12-01 05:50:32,中字头午后走强 三大指数全线翻红,【中字头午后走强 三大指数全线翻红】财联社12月1日电，中字头概念异动，指数午后回升，三大指数全线翻红。拼多多概念、游戏传媒、AI应用、短剧等方向涨幅居前，两市上涨个股近3100只。,2023-12-01
