时间,标题,简讯,date
2023-11-06 09:37:32,央行：持续提升房贷利率市场化程度 更好支持刚性和改善性住房需求,【央行：持续提升房贷利率市场化程度 更好支持刚性和改善性住房需求】财联社11月6日电，央行发布《持续深化利率市场化改革》专栏文章提出，持续提升房贷利率市场化程度，更好支持刚性和改善性住房需求。坚决落实促进金融与房地产良性循环要求，持续完善差别化住房信贷政策，发挥新发放首套房贷利率政策动态调整机制作用，继续有序拓宽房贷利率自主定价空间，支持城市政府因城施策用好政策工具箱。坚持在市场化法治化轨道上推进金融创新发展，督促金融机构继续将降低存量房贷利率的成效落实到位，理顺增量和存量房贷利率关系，减轻居民利息负担，支持投资和消费。,2023-11-06
2023-11-06 09:36:26,央行：推动存贷款利率进一步市场化，坚持用改革的办法，引导融资成本持续下降,央行发布《持续深化利率市场化改革》专栏文章提出，持续深化利率市场化改革，健全市场化利率形成、调控和传导机制，更好发挥利率在金融资源配置中的关键作用，引导融资成本持续下降，不断提升货币政策支持实体经济发展的质效。,2023-11-06
2023-11-06 09:34:21,北向资金今日净买入52.73亿元 比亚迪获净买入10.87亿元,北向资金今日净买入52.73亿元。比亚迪、京东方Ａ、宁德时代分别获净买入10.87亿元、5.4亿元、2.51亿元。韦尔股份净卖出额居首，金额为4.76亿元。,2023-11-06
2023-11-06 09:27:22,深圳国资委党委委员叶新明：深圳国资将万科纳入统计报表范围 其利润在深圳国资中占比超3成,【深圳国资委党委委员叶新明：深圳国资将万科纳入统计报表范围 其利润在深圳国资中占比超3成】在11月6日下午，万科与金融机构举行交流会，蓝鲸记者获悉，会上，深圳国资委党委委员叶新明表示，“万科是深圳国资体系重要成员，深圳国资将万科纳入统计报表范围，万科总资产、营业收入、利润在深圳国资中占比超过3成，万科的经营发展对深圳国资具有重大影响。同时，深圳市政府国资委信任管理层，万科作为土生土长的深圳企业，企业文化健康，对地产行业趋势早有正确判断。”（蓝鲸记者 陈业）,2023-11-06
2023-11-06 09:18:07,深圳市国资委提出具体措施支持万科：包括但不限于通过受让、合作开发等方式加快推进万科大型城市更新项目开发建设,【深圳市国资委提出具体措施支持万科：包括但不限于通过受让、合作开发等方式加快推进万科大型城市更新项目开发建设】财联社11月6日电，万科通过线上会议方式，统一与金融机构交流经营情况及近期二级市场债券价格波动事宜。会上，深圳市国资委不仅表态支持万科，还提出了具体支持措施：在坚持市场化、法治化的原则下，运用一切可能手段和途径与万科共同应对可能风险，包括但不限于通过受让、合作开发等方式加快推进万科大型城市更新项目开发建设；通过协同、合作等方式，提高万科持有的各类投资性房地产的流动性；配合万科优化长期股权投资结构；积极组织市属国有企业市场化方式参与债券认购等工作；积极协调各类金融机构加大对万科融资的支持,2023-11-06
2023-11-06 09:11:37,深圳地铁：没有任何减持万科股份想法 将择机购买万科公开债,"【深圳地铁：没有任何减持万科股份想法 将择机购买万科公开债】11月6日下午，万科通过线上会议方式，统一与金融机构交流经营情况及近期二级市场债券价格波动事宜。蓝鲸记者获悉，会上对于近期市场传深圳地铁计划减持万科股份的消息，深圳地铁董事长辛杰表示，“我声明，将长期持有万科股份。没有任何减持想法及行为，外界传播的信息是别有用心的，是造谣，请帮我们一起辟谣，“我们会怎么支持？会不会买债券？万科的背后是我们，我们背后是深圳国资，我们将择机购买万科公开债。”（蓝鲸记者 陈业）
",2023-11-06
2023-11-06 09:09:23,荷兰光刻机巨头阿斯麦：对中国市场明年业务非常乐观,【荷兰光刻机巨头阿斯麦：对中国市场明年业务非常乐观】财联社11月6日电，荷兰光刻机巨头阿斯麦全球高级副总裁、中国区总裁沈波在进博会期间接受专访时表示，今年阿斯麦中国的业务增长很快，预期全年中国占阿斯麦全球的营收会超过20%，对明年在中国的业务也非常的乐观。沈波表示：“我们2023年在中国的招聘是超过200人的，2024年我们预计业务的发展会继续带来很多需求，我们的团队的扩充应该还会是一个相对比较大的规模。”,2023-11-06
2023-11-06 08:46:05,深圳国资委：万科具备足够的安全性 如遇极端情况将帮助万科积极应对,【深圳国资委：万科具备足够的安全性 如遇极端情况将帮助万科积极应对】万科通过线上会议方式，统一与金融机构交流经营情况及近期二级市场债券价格波动事宜。会议现场，深圳市国资委表示，万科具备足够的安全性，没有财务风险、管理风险，是深圳国资体系重要成员。如有需要或遭遇极端情况，我们有充分信心、足够的资金资源和工具，通过一切可能的市场化、法制化手段帮助万科积极应对。,2023-11-06
2023-11-06 08:32:29,,财联社11月6日电，在岸人民币兑美元收盘报7.2756，较上一交易日上涨377点。,2023-11-06
2023-11-06 08:09:12,香港恒生指数收涨1.71% 恒生科技指数涨4.09%,香港恒生指数收涨1.71%，恒生科技指数涨4.09%。中国恒大涨超15%，理想汽车、融创中国涨超11%，恒大物业涨超8%，小鹏汽车、蔚来涨超7%。,2023-11-06
2023-11-06 08:01:27,周一投资舆情热点,"【周一投资舆情热点】
1）影视传媒：短剧平台成为流量新入口，河马剧场登顶国内IOS娱乐榜首，Reelshort在欧美畅销榜排名一路攀升。
2）证券：证监会表示，支持头部证券公司通过并购重组等方式做优做强，打造一流的投资银行。
3）汽车产业链：1至9月份，汽车出口338.8万辆，同比增长60%，新能源汽车出口82.5万辆，同比增长1.1倍。
4）消费电子：继华为Mate60之后小米14也引爆中国智能手机市场，折叠屏、3D钛合金等细分领域迎来爆发期。
5）AI：OpenAI将举行首届开发者大会，向量数据库和AI助理成为市场热议的方向。",2023-11-06
2023-11-06 07:38:52,11月6日涨停分析,【11月6日涨停分析】今日共60股涨停，连板股总数9只，23股封板未遂，封板率为72%（不含ST股、退市股及未开板新股）。个股方面，汽车产业链的天龙股份21天12板、通达电气4板、凯众股份8天4板、锋龙股份5天3板，芯片产业链的文一科技15天8板、亚翔集成7天6板、东方嘉盛7天6板，传媒板块龙韵股份3板、天威视讯3板，实控人变更的森远股份创业板4天3板、友阿股份5天3板。今日收涨个股4465只，收跌个股521只。,2023-11-06
