时间,标题,简讯,date
2023-12-25 09:26:41,完美世界：实控人提议以1亿元至2亿元回购股份,【完美世界：实控人提议以1亿元至2亿元回购股份】财联社12月25日电，完美世界公告，公司实际控制人、董事长池宇峰提议公司以集中竞价方式回购公司股份，回购的股份拟用于股权激励或员工持股计划，回购资金总额不低于1亿元且不超过2亿元。,2023-12-25
2023-12-25 08:06:37,周一投资舆情热点,"【周一投资舆情热点】
1）消费电子：Meta首席技术官透露，公司可能会在2024年展示一款代号为“Orion”的超前AR眼镜原型。
2）轻量化：汽车、 机器人两大产业轻量化快速推进，一体化压铸、以塑代钢等技术受到重视。
3）合成生物：美国南加州大学研究人员在《自然》杂志上的一篇文章显示，研究人员发明一项突破性新技术，或彻底改变合成生物学领域。
4）以塑代钢：据了解，在特斯拉产品中，车门内饰、影音娱乐板块、悬挂系统、A/B柱和电池包等原先使用的铝合金材料已经更换为尼龙加玻璃纤维材料；特斯拉型机器人重量比之前减轻约10千克，归功于部分核心环节采用塑料取代金属材料。
5）功率半导体：基础功率组件MO",2023-12-25
2023-12-25 08:03:15,上海国际能源交易中心：EC2406合约日内开仓交易的最大数量为200手,上期所：自2023年12月26日（周二）交易起，非期货公司会员、境外特殊非经纪参与者、客户在集运指数（欧线）EC2406合约日内开仓交易的最大数量为200手。实际控制关系账户组日内开仓交易的最大数量按照单个客户执行。套期保值交易和做市交易的开仓数量不受此限制。,2023-12-25
2023-12-25 07:42:09,上期所：调整集运指数（欧线）期货相关合约交易保证金比例和涨跌停板幅度,上期所：自2023年12月25日（周一）收盘结算时起，交易保证金比例和涨跌停板幅度调整如下：集运指数（欧线）期货EC2404、EC2406合约的交易保证金比例调整为19%，涨跌停板幅度调整为17%。集运指数（欧线）期货EC2408、EC2410、EC2412合约的交易保证金比例调整为17%，涨跌停板幅度调整为15%。,2023-12-25
2023-12-25 07:41:56,vivo印度分公司员工被执法当局逮捕 外交部回应,"【vivo印度分公司员工被执法当局逮捕 外交部回应】财联社12月25日电，在25日外交部记者会上，有记者提问称，据报道，两名中国vivo公司印度分公司的员工遭印度执法当局逮捕，将于26日出庭受审。vivo印度公司回应称，对印方最新的逮捕行动深感震惊。最近的逮捕行动表明，印方针对vivo的骚扰行为仍在继续，这给整个行业带来了不确定性，将坚决利用一切法律途径来解决和挑战这些指控。此前也有消息称，中兴印度公司的中方员工由于无法获得签证或者签证延期许可，即将全部被迫离开印度，请问中方对此有何评论？

中国外交部发言人毛宁对此表示，我们正密切关注上述情况，中国政府坚定支持中国企业维护自身的合法权益，我们",2023-12-25
2023-12-25 07:28:28,12月25日涨停分析,【12月25日涨停分析】今日共34股涨停，连板股总数7只，12股封板未遂，封板率为74%（不含ST股、退市股及未开板新股）。个股方面，“龙字辈”个股龙头股份14天8板、龙韵股份11天6板、苏州龙杰2板，消费电子板块亚世光电4板、捷荣技术6天4板、双象股份4天2板，新能源赛道的领湃科技创业板3板、清源股份3板，烧碱股世龙实业3板，机器人板块宇环数控2板、银宝山新4天2板。今日收涨个股1809只，收跌个股3124只。,2023-12-25
2023-12-25 07:04:22,收评：沪指震荡涨0.14% 两市成交额萎缩至6081亿,【收评：沪指震荡涨0.14% 两市成交金额萎缩至6081亿】财联社12月25日电，大盘全天震荡反弹，三大指数均小幅上涨，北证50指数涨近4%。盘面上，MR概念股持续活跃，五方光电、安洁科技、中光学、双象股份涨停。汽车产业链个股震荡反弹，一体化压铸方向领涨，旭升集团、文灿股份涨停。工业母机概念股尾盘异动，宇环数控涨停。军工股开盘拉升，新兴装备涨停。下跌方面，游戏股继续大跌，巨人网络、恺英网络等多股跌停。总体上个股跌多涨少，全市场超3000只个股下跌。沪深两市今日成交额6081亿，较上个交易日缩量1713亿，两市成交金额创年内第三地量。板块方面，MR、一体化压铸、工业母机、军工等板块涨幅居前，短剧,2023-12-25
2023-12-25 07:02:59,,财联社12月25日电，中国30年期国债期货主力合约涨幅扩大至0.73%。,2023-12-25
2023-12-25 03:51:59,三七互娱：董事长提议回购1亿元-2亿元股份 将全部予以注销,三七互娱公告，董事长李卫伟提议回购1亿元-2亿元股份。,2023-12-25
2023-12-25 03:44:49,巨人网络：董事长史玉柱提议回购1亿元-2亿元股份,【巨人网络：董事长史玉柱提议回购1亿元-2亿元股份】财联社12月25日电，巨人网络公告，董事长史玉柱提议公司以自有资金回购1亿元-2亿元股份，回购股份的价格不超过董事会通过回购股份决议前30个交易日公司股票交易均价的150%。本次回购的股份将用于员工持股计划或股权激励计划。公司如未能在股份回购实施完成之后36个月内使用完毕已回购股份，尚未使用的已回购股份将在履行相关程序后予以注销。,2023-12-25
