时间,标题,简讯,date
2023-09-06 09:31:08,北向资金今日净买入0.41亿元 中兴通讯获净买入3.18亿元,财联社9月6日电，北向资金今日净买入0.41亿元。中兴通讯、宁德时代、药明康德分别获净买入3.18亿元、2.28亿元、2.2亿元。隆基绿能净卖出额居首，金额为4.52亿元。,2023-09-06
2023-09-06 09:24:23,广信材料：公司光伏用胶收入占整体营收未达10%,【广信材料：公司光伏用胶收入占整体营收未达10%】财联社9月6日电，广信材料披露股票交易异动公告，公司将光刻胶及配套材料延申至光伏领域的产品主要包括应用在BC电池用光伏绝缘胶、HJT等铜电镀用光伏感光胶、TOPCon/HJT及其衍生TBC/HBC等XBC用抗氢氟酸蚀刻胶、XBC用抗电镀胶、HJT/XBC/钙钛矿叠层的0BB点胶/串胶用光伏封装胶等光伏新技术用胶。其中，BC电池用光伏绝缘胶已经随着下游量产产能释放实现销售并爬坡，光伏感光胶、光伏抗蚀刻胶、光伏抗电镀胶、光伏封装胶等产品在小批量送样测试中。,2023-09-06
2023-09-06 09:01:32,东方时尚：控股股东将通过自筹资金于9月15日前购回已减持的340万股,【东方时尚：控股股东将通过自筹资金于9月15日前购回已减持的340万股】财联社9月6日电，东方时尚公告，公司控股股东东方时尚投资有限公司(“投资公司”)2023年8月30日公告承诺的“尽快购回已减持的340.00万股”，将通过自筹资金于2023年9月15日前购回此部分减持的股份，若此部分股份购回涉及收益所得将全部归上市公司所有。,2023-09-06
2023-09-06 08:54:09,国家网信办对知网依法作出网络安全审查相关行政处罚 罚款5000万元,"【国家互联网信息办公室对知网（CNKI）依法作出网络安全审查相关行政处罚】财联社9月6日电，根据网络安全审查结论及发现的问题和移送的线索，国家互联网信息办公室依法对知网（CNKI）涉嫌违法处理个人信息行为进行立案调查。经查实，知网（CNKI）主要运营主体为同方知网（北京）技术有限公司、同方知网数字出版技术股份有限公司、《中国学术期刊（光盘版）》电子杂志社有限公司三家公司，其运营的手机知网、知网阅读等14款App存在违反必要原则收集个人信息、未经同意收集个人信息、未公开或未明示收集使用规则、未提供账号注销功能、在用户注销账号后未及时删除用户个人信息等违法行为。

9月1日，国家互联网信息办公室依",2023-09-06
2023-09-06 08:36:14,乘联会：8月新能源车市场零售69.8万辆 同比增长32%,"乘用车初步统计：8月1-31日，乘用车市场零售190.2万辆，同比增长2%，环比增长7%；今年以来累计零售1,319.9万辆，同比增长2%；全国乘用车厂商批发222.3万辆，同比增长6%，环比增长8%；今年以来累计批发1,535.4万辆，同比增长6%。8月1-31日，新能源车市场零售69.8万辆，同比增长32%，环比增长9%；今年以来累计零售442.4万辆，同比增长36%；8月1-31日，全国乘用车厂商新能源批发80.5万辆，同比增长28%，环比增长9%；今年以来累计批发508.6万辆，同比增长39%。",2023-09-06
2023-09-06 08:35:05,香港促进股票市场流动性专责小组据报今天下午开会 或讨论放宽上市门槛,【促进股票市场流动性专责小组据报今天下午开会 或讨论放宽上市门槛】财联社9月6日电，据港媒引述消息指，专责小组于周三（6日）下午首次召开会议，为香港股市流动性作全面检讨。报道指，专责小组可能会考虑放宽上市门槛等建议，因目前港交所相较全球其他地区，对上市申请人的盈利要求最为严苛。报道又指，专责小组将讨论市场成交量、吸引IPO赴港，以及削减股票交易印花税等问题。,2023-09-06
2023-09-06 08:14:32,小米汽车已试生产近一个月 每周50辆样车,【小米汽车已试生产近一个月 每周50辆样车】财联社9月6日电，一位接近小米汽车的知情人士透露，小米汽车现在正处于试生产阶段，这项工作开展不足一个月。目前小米每周生产大约50辆样车，夜间工人很少。,2023-09-06
2023-09-06 08:09:38,香港恒生指数收跌0.04% 恒生科技指数跌0.4%,香港恒生指数收跌0.04%，恒生科技指数跌0.4%。中国恒大涨超82%，融创中国涨超68%，碧桂园涨超20%，恒大汽车涨超8%，碧桂园服务涨超5%；东方甄选跌超4%，联想集团跌超3%。,2023-09-06
2023-09-06 07:23:18,9月6日涨停分析,【9月6日涨停分析】今日共37股涨停，连板股总数6只，13股封板未遂，封板率为74%（不含ST股、退市股及未开板新股）。个股方面，业绩+家居装饰的我乐家居8板，华为产业链的捷荣技术6板、华映科技5天4板、蓝箭电子创业板2板，芯片产业链的广信材料创业板2板、蓝英装备创业板首板、扬帆新材创业板首板，汽车产业链的跃岭股份2板、科华控股3天2板，卫星导航概念股华力创通创业板3天2板、震有科技科创板首板。今日收涨个股2743只，收跌个股2124只。,2023-09-06
2023-09-06 07:02:17,收评：沪指探底回升涨0.12% 芯片股午后全线爆发,【收评：沪指探底回升涨0.12% 芯片股午后全线爆发】财联社9月6日电，大盘全天震荡分化，三大指数涨跌不一。盘面上，芯片股全线爆发，其中光刻胶方向领涨，扬帆新材、容大感光、蓝英装备均20CM涨停；EDA概念股午后拉升，概伦电子20CM涨停。卫星导航概念股大涨，震有科技、天迈科技、神宇股份均20CM涨停。华为概念股继续活跃，华力创通、捷荣技术、华映科技等超10股涨停。地产股震荡反弹，中国武夷涨停。下跌方面，游戏传媒股陷入调整，恺英网络、冰川网络跌超5%。总体上个股涨多跌少，两市超2700只个股上涨。沪深两市今日成交额7713亿，较上个交易日缩量326亿。板块方面，光刻胶、卫星导航、Chiplet,2023-09-06
2023-09-06 06:42:59,南向资金净流入超50亿港元,【南向资金净流入超50亿港元】财联社9月6日电，截至目前，南向资金净流入超50亿港元，其中港股通（沪）净流入超31亿港元，港股通（深）净流入超19亿港元。,2023-09-06
2023-09-06 06:18:49,预告：2023世界制造业大会9月20日在合肥举办 聚焦量子科技、人工智能、高端装备、智能家电等领域,【预告：2023世界制造业大会9月20日在合肥举办 聚焦量子科技、人工智能、高端装备、智能家电等领域】财联社9月6日电，从工业和信息化部获悉，2023世界制造业大会将于9月20日至24日在安徽合肥举办，参展企业数量、展览面积均创历届之最。大会以“智造世界·创造美好”为主题，将设置2万平方米的主题展馆、6万平方米的市场化展区，聚焦量子科技、人工智能、高端装备、智能家电等领域。集中展示量子计算机、动力火箭、时速600公里磁悬浮列车、超导回旋质子治疗系统、八万吨模锻压力机等全球制造业领域最新代表性成果；发布自主重型燃气轮机透平叶片、量子自旋磁力仪等一批新技术、新产品，推出全国首个拥有大模型能力的工业,2023-09-06
2023-09-06 05:41:35,半导体产业链持续走强 概伦电子20CM涨停,【半导体产业链持续走强 概伦电子20CM涨停】财联社9月6日电，半导体产业链持续走强，EDA、光通信等方向领涨，概伦电子、申通地铁、中瓷电子涨停，力源信息、广立微、清溢光电、创耀科技等涨超10%。,2023-09-06
2023-09-06 05:11:27,上海爱晟纳电子科技集团有限公司成立 注册资本70亿元,【上海爱晟纳电子科技集团有限公司成立 注册资本70亿元】财联社9月6日电，上海爱晟纳电子科技集团有限公司近日于上海成立。注册资本达70.01亿元。工商信息显示，爱晟纳由上海睿赛威尚企业发展有限公司和上海电气控股集团有限公司孵化，具体出资比例未披露。该公司经营范围包括半导体器件专用设备制造、销售等，注册地在上海自由贸易试验区。,2023-09-06
2023-09-06 05:08:11,创业板指跌逾1% 两市超2800只个股下跌,【创业板指跌逾1%】财联社9月6日电，指数走弱，创业板指下挫跌逾1.00%，沪指跌0.36%，深成指跌0.76%，水产、航运、云游戏等板块指数跌幅居前，光刻机、EDA、光刻胶等板块指数涨幅居前。,2023-09-06
2023-09-06 05:05:01,房地产板块午后反弹 中国武夷直线拉升涨停,【房地产板块午后反弹 中国武夷涨停】财联社9月6日电，中国武夷，京投发展、城投控股、荣盛发展、滨江集团、中华企业、金科股份等跟涨。港股内房股大涨，融创中国涨超60%。,2023-09-06
2023-09-06 03:46:06,9月6日午间涨停分析,【9月6日午间涨停分析】今日午盘两市共27股涨停，连板股总数6只，6股封板未遂，封板率为82%（不含ST股、退市股及未开板新股）。个股方面，业绩+家居装饰的我乐家居8板，华为产业链的捷荣技术6板、华映科技5天4板，BC电池概念股广信材料创业板2板、永和智控2板，芯片产业链的跃岭股份2板、华力创通创业板3天2板。,2023-09-06
2023-09-06 03:38:47,,财联社9月6日电，融创中国盘中涨超60%，站上2.5港元关口，三天累计涨近170%。,2023-09-06
2023-09-06 03:32:56,午评：创业板指震荡调整跌0.89% 光刻胶概念股持续大涨,【午评：创业板指震荡调整跌0.89% 光刻胶概念股持续大涨】财联社9月6日电，市场早盘震荡调整，三大指数均小幅下跌，创业板指领跌。盘面上，半导体板块再度走强，光刻胶方向领涨，扬帆新材、蓝英装备、张江高科、盛剑环境等涨停。卫星导航概念股大涨，震有科技、天迈科技、神宇股份均20CM涨停。华为概念股继续活跃，华力创通、捷荣技术、华映科技等超10股涨停。BC电池概念股开盘冲高，广信材料、永和智控涨停。下跌方面，航运板块陷入调整，中远海能、招商轮船跌超5%。总体上个股跌多涨少，两市超2700只个股下跌。沪深两市今日成交额4357亿，较上个交易日缩量879亿。板块方面，光刻胶、卫星导航、BC电池、军工等板,2023-09-06
2023-09-06 02:38:54,卫星导航板块持续走高 华力创通20CM涨停,【卫星导航板块持续走高 华力创通20CM涨停】财联社9月6日电，华力创通20CM涨停，此前神宇股份、深赛格涨停，天银机电大涨超10%，利扬芯片、硕贝德、航宇微等涨超5%。消息面上，华力创通公告在连续十二个月内累计收到某客户采购订单总金额约为人民币2.1亿元（含税），超过公司2022年度经审计主营业务收入的50%。,2023-09-06
2023-09-06 01:56:51,光刻机板块持续走高 张江高科等多股涨停,【光刻机板块持续走高 张江高科等多股涨停】财联社9月6日电，光刻机、光刻胶板块持续走高，张江高科、扬帆新材、盛剑环境、蓝英装备等多股涨停，容大感光、怡达股份、飞凯材料、高盟新材等多股涨超5%。,2023-09-06
2023-09-06 01:54:28,上海房地产交易中心调研“认房不认贷”落地效果 了解挂牌量、房价波动等,【上海房地产交易中心调研“认房不认贷”落地效果 了解挂牌量、房价波动等】财联社9月6日电，记者获悉，上海市房地产交易中心相关部门于9月4日组织头部中介机构召开讨论会，会议主要沟通近期房地产市场的有关情况并了解“认房不认贷”新政实施效果，包括新增客户、挂牌量、转定情况、房价波动等内容。另据了解，相关平台机构条线负责人亦汇报了相关情况。据悉，上海市统计局相关部门还将于近期召集经纪机构进一步讨论相关问题。,2023-09-06
2023-09-06 01:30:59,BC电池概念股开盘继续活跃 永和智控2连板,【BC电池概念股开盘继续活跃 永和智控2连板】财联社9月6日电，永和智控2连板，帝尔激光、广信材料涨超5%，爱旭股份、罗博特科、英诺激光等跟涨。消息面上，在昨日进行的半年度业绩电话会上，隆基绿能接受投资者提问时表示，隆基目前已经明确聚焦BC技术路线，且扩产节奏显著提速。相信BC电池会逐步取代TOPCon。,2023-09-06
2023-09-06 01:27:39,竞价看龙头,【竞价看龙头】财联社9月6日电，市场焦点股我乐家居（7板）高开5.05%，华为产业链的捷荣技术（5板）高开6.83%、华映科技（4天3板）高开2.50%、同益股份（创业板首板）低开1.59%，煤炭股云煤能源（3板）高开10.07%，消费电子板块瀛通通讯（2板）高开6.52%，杭州+零售的杭州解百（3天2板）高开1.95%，电力股豫能控股（4天2板）平开，光伏板块帝尔激光（创业板首板）高开9.64%、广信材料（创业板首板）高开9.08%、英诺激光（创业板首板）高开1.28%。,2023-09-06
2023-09-06 01:25:14,三大指数集体低开,【三大指数集体低开】财联社9月6日电，沪指低开0.23%，深成指低开0.36%，创业板指低开0.38%，BC电池、糖、云南国企改革等板块指数涨幅居前，华为·海思、屏下指纹、华为·鸿蒙等板块指数跌幅居前。,2023-09-06
2023-09-06 01:21:08,央行公开市场净回笼3560亿元,财联社9月6日电，央行今日进行260亿元7天期逆回购操作，中标利率为1.80%，与此前持平。,2023-09-06
2023-09-06 01:16:26,,财联社9月6日电，人民币对美元中间价报7.1969，调贬186个基点。,2023-09-06
2023-09-06 00:02:30,财联社9月6日早间新闻精选,"【财联社9月6日早间新闻精选】
1、证监会副主席方星海5日在中期协第六次会员大会上表示，将加强风险监测分析和预研预判，重点做好重要农产品、基础性能源、战略性矿产等相关品种的全球跟踪分析，加强对高频交易等新型交易行为的监管，加强期现联动监管。
2、国家金融监督管理总局日前发布通知称，有序开展个税递延型养老保险试点业务与个人养老金衔接，原则上于2023年底前完成各项工作。",2023-09-06
