时间,标题,简讯,date
2023-10-31 10:01:09,隔夜拆借利率直冲50%！有市场人士认为下一步可能降准,"【隔夜拆借利率直冲50%！有市场人士认为下一步可能降准】10月31日下午，在未有明显先兆情况下，银行间市场资金突然变得异常紧张，利率飙升，隔夜拆借利率直冲50%。中国债券信息网实时行情显示，截至17:18分，银行间市场质押式回购交易品种中，R01D、R02D、R03D和R07D四款产品最高回购利率分别为50%、30%、10%和12%，为近年来罕见的阶段性高点。

多位接受采访的交易员和分析师对财联社记者表示，好多年未见50%的隔夜利率。多家机构交易员亦表示，下午头寸“平的很辛苦”。

10月31日，深圳某券商固收首席分析师表示，近两天央行公开市场操作偏收缩流动性，同时又是月末，银行体系没钱了，",2023-10-31
2023-10-31 09:50:01,国轩高科：董事长提议3亿元至6亿元回购股份,【国轩高科：董事长提议3亿元至6亿元回购股份】财联社10月31日电，国轩高科公告，公司实控人、董事长兼总经理李缜提议公司回购股份，回购股份的资金总额不低于3亿元（含）且不超过6亿元（含），回购的股份拟用于实施股权激励计划或员工持股计划。,2023-10-31
2023-10-31 09:45:20,高盛：中国股市不太可能“日本化” 具备更强的资金流入潜力,【高盛：中国股市不太可能“日本化” 具备更强的资金流入潜力】财联社10月31日电，针对中国股票市场是否面临“日本化”的问题，高盛研究部股票策略团队近日指出，当前中国股票市场与上世纪80年代末的日本股市存在显著差异。第一，日本股市估值峰值达到60倍滚动市盈率，而中国股市峰值为20倍；第二，日本企业在80年代末的利润增长势头远低于当下的中国企业；第三，日元币值自广场协议后翻一番，并在股指到达高位后依旧保持强势，但人民币币值自2005年汇改以来升值幅度有限；第四，中国居民投资中股票配置较少，意味着中国股市未来拥有更强的资金流入潜力。最后，高盛研究部股票策略团队比较看好以下板块：大众消费品（乡村消费升,2023-10-31
2023-10-31 09:31:10,北向资金净卖出47.53亿元 比亚迪遭净卖出7.84亿元,北向资金今日净卖出47.53亿元。比亚迪、兴业银行、药明康德分别获净卖出7.84亿元、6.69亿元、2.68亿元。卓胜微净买入额居首，金额为3.02亿元。,2023-10-31
2023-10-31 09:05:50,,财联社10月31日电，伯克希尔将比亚迪H股持股比例从8.05%削减至7.98%。,2023-10-31
2023-10-31 09:00:36,国务院印发《中国（新疆）自由贸易试验区总体方案》 自贸区范围179.66平方公里,国务院印发《中国（新疆）自由贸易试验区总体方案》。,2023-10-31
2023-10-31 08:58:03,,财联社10月31日电，欧元兑日元自2008年8月以来首次升至160。,2023-10-31
2023-10-31 08:36:53,投资日历：11月资本市场大事提醒,【投资日历：11月资本市场大事提醒】,2023-10-31
2023-10-31 08:09:50,香港恒生指数收跌1.69% 恒生科技指数跌2.47%,香港恒生指数收跌1.69%，恒生科技指数跌2.47%。零跑汽车跌超15%，赣锋锂业跌超12%，恒大物业跌近6%，远洋集团、联想集团跌超5%，比亚迪股份跌超3%。,2023-10-31
2023-10-31 08:08:39,周二投资舆情热点,"【周二投资舆情热点】
1）辅助生殖：广西将试管婴儿等医疗服务纳入医保，辅助生殖产业有望提速。
2）化债：10月份，共有24个省份累计发行特殊再融资债券约10102亿，这笔钱用于偿还地方存量债务。
3）半导体芯片：长鑫新桥获大额增资，国家集成电路产业投资基金二期向长鑫新桥存储注资145.6亿元。
4）AI应用端：英伟达在芯片设计过程中用上聊天机器人；王小川表示，明年国内会有若干款超级应用诞生。
5）卫星通信：近日，银河航天公司成功实现国内首例终端到终端低轨卫星通信测试。",2023-10-31
2023-10-31 07:46:33,独家|中金公司、雷诺集团或在华合伙成立投资基金 聚焦新能源产业链,【独家｜中金公司、雷诺集团或在华合伙成立投资基金 聚焦新能源产业链】据知情人士透露，雷诺集团和中金公司已达成初步意向，双方将共同出资在华成立一家投资基金，聚焦新能源汽车产业链。据悉，雷诺集团首席执行官卢卡·德·梅奥（Luca de Meo）上周率领雷诺集团管理委员会成员抵达中国，开启了为期一周的访华之行。在此期间，雷诺集团管理委员会成员与雷诺中国董事长兼首席执行官苏伟铭（Weiming Soh）带队的雷诺中国团队与东风汽车集团、吉利控股集团、中金公司等合作伙伴进行了会面，并围绕“参与中国新能源生态系统、赋能全球产业链”等关键性话题，探讨了未来深化合作的可能性。（财联社记者 刘阳）,2023-10-31
2023-10-31 07:46:31,除夕不放假A股还正常开市吗？上交所向各基金公司进行意愿调研,【除夕不放假A股还正常开市吗？上交所向各基金公司进行意愿调研】财联社10月31日电，记者今日获悉，就2024年2月9日除夕当天A股是否开市，上交所于近日向各基金公司进行了意愿调研。该调研共设置“支持正常开市交易”或“建议休市”两个选项。记者致电多家券商营业部，多名工作人员均表示除夕当日可进行正常交易。“根据我们公司通知，除夕当天正常开市，投资者可正常操作APP进行交易。”沪上一位营业部人员称。此外，有多位券商人士表示，目前公司尚未有春节假期安排，除夕具体放假安排要等交易所统一通知。“预计除夕当日正常开市，技术部门大概率要正常上班。”一名券商技术部门工程师表示。,2023-10-31
2023-10-31 07:15:01,10月31日涨停分析,【10月31日涨停分析】今日共37股涨停，连板股总数10只，21股封板未遂，封板率为64%（不含ST股、退市股及未开板新股）。个股方面，并购重组的高新发展9板，汽车产业链的天龙股份13天7板，城投概念股云南城投7天4板、津投城开2板，业绩超预期的亚翔集成3板、誉衡药业3板、智度股份2板、朝阳科技2板，芯片产业链的东方嘉盛3板，医药股赛隆药业2板、江苏吴中3天2板。今日收涨个股1972只，收跌个股2903只。,2023-10-31
2023-10-31 07:03:22,收评：沪指缩量震荡微跌 汽车、算力概念股集体调整,【收评：沪指缩量震荡微跌 汽车、算力概念股集体调整】财联社10月31日电，大盘全天探底回升，三大指数小幅下跌。盘面上，医药股继续活跃，辅助生殖方向领涨，共同药业、奥锐特、悦心健康涨停；医美概念股午后走强，江苏吴中涨停；创新药概念股维持强势，誉衡药业、赛隆药业涨停。海南本地股盘中异动，海南瑞泽涨停。光刻机概念股午后反弹，东方嘉盛、海立股份涨停。整体上，全天市场热点较为杂乱。下跌方面，汽车产业链个股陷入调整，江淮汽车一度跌停。算力概念股震荡走低，恒润股份、利通电子跌停。总体上个股跌多涨少，两市超2900只个股下跌。沪深两市今日成交额9183亿，较上个交易日缩量1198亿。板块方面，海南、辅助生殖、,2023-10-31
2023-10-31 05:55:59,国内首例终端到终端低轨卫星通信测试成功,【国内首例终端到终端低轨卫星通信测试成功】财联社10月31日电，银河航天公司近日在灵犀03星上成功实现了国内首例终端到终端（Terminal to Terminal， T2T）低轨卫星通信测试。据悉，此项测试是指卫星地面终端之间直接通过卫星上的交换设备进行通信，无需经过地面信关站进行数据中转。在这样的工作模式中，由于省去了信关站中转的环节，通信时延可以降低50%，同时能提高整个系统的灵活性和可用性。本次测试的意义在于为卫星通信提供了一种更加灵活的通信模式。在极地、远海等偏远地区，即使没有信关站覆盖也能进行卫星通信。,2023-10-31
2023-10-31 03:46:17,10月31日午间涨停分析,【10月31日午间涨停分析】今日午盘两市共30股涨停，连板股总数9只，19股封板未遂，封板率为61%（不含ST股、退市股及未开板新股）。个股方面，并购重组的高新发展9板，芯片产业链的天龙股份13天7板、东方嘉盛3板，业绩超预期的亚翔集成3板、誉衡药业3板。,2023-10-31
