时间,标题,简讯,date
2023-08-29 09:38:20,中国平安上半年归母营运利润819.57亿元 年化营运ROE达18.2%,"【中国平安上半年归母营运利润819.57亿元 年化营运ROE达18.2%】财联社8月29日电，中国平安公布截至2023年6月30日止中期业绩。2023年上半年，公司实现归属于母公司股东的营运利润819.57亿元，归属于母公司股东的净利润698.41亿元，年化营运ROE达18.2%，集团基本每股营运收益为4.63元。
""综合金融+医疗健康""战略持续深化，截至2023年6月末，平安个人客户数超2.29亿，客均合同数较年初增长0.7%至2.99个，超9,071万的个人客户同时持有多家子公司合同，29.7%的新增金融客户来自集团医疗生态圈，享有""+服务""权益的客户覆盖寿险新业务价值占比超68%。集团个",2023-08-29
2023-08-29 09:31:44,北向资金今日净卖出6.8亿元 平安银行遭净卖出6.04亿元,北向资金今日净卖出6.8亿元。平安银行、贵州茅台、迈瑞医疗分别获净卖出6.04亿元、5.59亿元、4.47亿元。比亚迪净买入额居首，金额为8.53亿元。,2023-08-29
2023-08-29 09:30:41,独家|经营贷又“降息” 广州降至2.9%后深圳有大行给出年化2.8%价格,"【独家|经营贷又“降息”，广州降至2.9%后深圳有大行给出年化2.8%价格】继不久前广州经营贷年化利率创下2.9%“冰点价”后，近日有市场消息称，深圳有银行经营贷可做到年利率2.8%，月息2.33厘历史最低，且10年先息后本。8月29日，财联社记者从部分银行了解到，市场传闻的这一价格属实。一家大行客户经理表示，“我们经营贷组团价最低可达2.8%，额度为评估价的7成，期限是10年，单笔3年，10年循环使用。”该人士称，2.8%现在是市场最低价。除了投资类、金融类、房地产类公司禁止准入外，一般的小微企业和个体工商户都可以申请。（财联社记者 郭子硕）
",2023-08-29
2023-08-29 09:30:27,中信证券：上半年净利润同比增长0.98%,【中信证券：上半年净利润同比增长0.98%】财联社8月29日电，中信证券公告，上半年净利润113.06亿元，同比增长0.98%。,2023-08-29
2023-08-29 09:27:43,小米集团第二季度营收673.5亿元 高于市场预期,小米集团第二季度营收673.5亿元人民币，预估658.4亿元人民币；第二季度净利润36.7亿元人民币，预估31.6亿元人民币。,2023-08-29
2023-08-29 09:12:25,香港特区政府宣布成立促进股票市场流动性专责小组,香港特区政府：今日（八月二十九日）宣布成立促进股票市场流动性专责小组，以全面检视影响股票市场流动性的因素，并向行政长官提交改善建议。专责小组由唐家成担任主席，成员包括其他八位来自金融业界的人士、相关政府官员，以及金融监管机构和香港交易及结算所有限公司的代表。专责小组将于短期内召开会议。,2023-08-29
2023-08-29 08:35:00,"农业银行上半年净利润1,332.3亿元 同比增长3.5%","财联社8月29日电，农业银行上半年净利润1,332.3亿元人民币，同比增长3.5%。",2023-08-29
2023-08-29 08:31:32,财政部：1-7月国有企业利润总额27332.5亿元 同比增长3.9%,财政部：1-7月，国有企业营业总收入477160.7亿元，同比增长4.3%。1-7月，国有企业利润总额27332.5亿元，同比增长3.9%。,2023-08-29
2023-08-29 08:18:42,周二投资舆情热点,"【周二投资舆情热点】
1）房地产：房地产上市公司再融资不受破发、破净和亏损限制；三部门推动落实首套房贷款认房不认贷。
2）机器人：拓普集团半年报称，本年度形成年产10万台的一期产能，后续将年产能提升至百万台。
3）汽车产业链：比亚迪H1净利润大增204%，营收大增72%，预计中国新能源汽车产业将延续良好的增长势头。
4）化债：国务院制定实施一揽子化债方案，优化期限结构、降低利息负担，逐步缓释债务风险。
5）科创板次新：证监会表示，阶段性收紧IPO节奏；多只科创板100ETF产品将于近期发行上市。",2023-08-29
2023-08-29 08:09:21,香港恒生指数收涨1.95% 恒生科技指数涨2.59%,【香港恒生指数收涨1.95% 恒生科技指数涨2.59%】财联社8月29日电，香港恒生指数收涨1.95%，恒生科技指数涨2.59%。融创中国、碧桂园涨超12%，微博涨超9%，华虹半导体涨超8%，中芯国际涨超7%，比亚迪股份涨超5%；中国恒大跌超14%，恒大汽车跌超10%，东方甄选跌超8%。,2023-08-29
2023-08-29 07:41:32,8月29日涨停分析,【8月29日涨停分析】今日共72股涨停，连板股总数7只，24股封板未遂，封板率为75%（不含ST股、退市股及未开板新股）。个股方面，房地产板块珠江股份3板、中迪投资3板、金科股份2板、新大正2板，业绩增长的我乐家居2板、智洋创新科创板首板，汽车产业链的亚通精工2板、星源卓镁创业板首板，芯片半导体板块大豪科技2板，机器人概念股百胜智能创业板首板、通力科技创业板首板。今日收涨个股4560只，收跌个股434只。,2023-08-29
2023-08-29 07:37:47,国务院：制定实施一揽子化债方案 防止一边化债一边新增,【国务院制定实施一揽子化债方案 防止一边化债一边新增】财联社8月29日电，十四届全国人大常委会第五次会议28日审议《国务院关于今年以来预算执行情况的报告》。《报告》明确下一步财政五大重点工作之一，是防范化解地方政府债务风险，主要有三大要点：制定实施一揽子化债方案；中央财政积极支持地方做好隐性债务风险化解工作，督促地方统筹各类资金、资产、资源和各类支持性政策措施，紧盯市县加大工作力度，妥善化解存量隐性债务，优化期限结构、降低利息负担，逐步缓释债务风险；加强跨部门联合监管，始终保持高压态势，强化定期监审评估，坚决查处新增隐性债务行为，终身问责、倒查责任，防止一边化债一边新增。,2023-08-29
2023-08-29 07:02:42,收评：创业板指震荡收涨2.82% 两市超200股涨超9%,【收评：创业板指震荡收涨2.82% 两市超200股涨超9%】财联社8月29日电，大盘早盘小幅低开后震荡走高，午后股指总体维持强势震荡，三大股指均涨超1%，创业板指收涨2.82%。盘面上，机器人板块迎来爆发，步科股份、昊志机电、中大力德、新时达等大批成分股涨停。汽车产业链全线走强，众泰汽车、浙江世宝、星源卓镁等涨停。房地产板块表现活跃，中迪投资3连板，金科股份、新大正2连板。近端次新股午后走强，威力传动、盛邦安全、芯动联科20CM涨停。下跌方面，核污染概念展开调整，百洋股份一度跌停，国联水产大跌超10%。大金融板块疲软，华鑫股份、张家港行、青岛银行等跌超3%。总体上个股涨多跌少，两市超4000只,2023-08-29
2023-08-29 07:02:02,国内商品期货收盘 纯碱主力合约跌停,【国内商品期货收盘 纯碱主力合约跌停】财联社8月29日电，国内商品期货收盘，轻工跌幅居前。纯碱主力合约跌停，尿素跌超4%，沪镍、焦煤等跌逾2%，碳酸锂、塑料等跌超1%，棉花、PP等小幅下跌；鸡蛋涨超2%，淀粉涨逾1%，沪锌、苹果等小幅上涨。,2023-08-29
2023-08-29 06:55:50,交通银行即将召开个人房贷存量利率调整项目启动会,【有国有大行即将召开个人住房贷款存量利率调整项目启动会】财联社8月29日电，8月29日，一张《关于召开个人住房贷款存量利率调整项目启动会议的通知》的截图在网上传播开，图中显示，该银行拟于8月30日（本周三）召开个人住房贷款存量利率调整项目启动会议，要求数管部、软件中心、数据中心、测试中心、个金部/消保部、公司部、网金部等部门参会。经记者核查，该截图信息为真，即将召开此次会议的是国有六大行之一的交通银行，该会议由该行零售信贷部牵头召开。,2023-08-29
2023-08-29 06:08:13,英国外交发展大臣克莱弗利将访华,【英国外交发展大臣克莱弗利将访华】财联社8月29日电，外交部发言人汪文斌宣布：应中共中央政治局委员、外交部长王毅邀请，英国外交发展大臣克莱弗利将于8月30日对中国进行正式访问。,2023-08-29
2023-08-29 05:33:52,次新股板块持续走高 盟固利20CM涨停,【次新股板块持续走高 盟固利20CM涨停】财联社8月29日电，创业板、科创板次新股持续走高，盟固利午后20CM涨停，此前威力传动、芯动联科、恒工精密20CM涨停，信宇人、碧兴物联、固高科技、锴威特等多股涨超10%。,2023-08-29
2023-08-29 05:21:05,C波长盘中涨超20% 触发临时停牌,【C波长盘中涨超20% 触发临时停牌】财联社8月29日电，次新股C波长午后涨超20%，触发临时停牌。,2023-08-29
2023-08-29 04:58:44,华为发布Mate 60 Pro 为全球首款支持卫星通话的大众智能手机,【华为发布Mate 60 Pro 为全球首款支持卫星通话的大众智能手机】财联社8月29日电，华为商城29日发布致华为用户的一封信，今天推出“HUAWEI Mate 60 Pro先锋计划”，在华为商城，12:08正式上线，让部分消费者提前体验史上最强大的Mate手机。华为在卫星通信领域再次突破，Mate 60 Pro成为全球首款支持卫星通话的大众智能手机，即使在没有地面网络信号的情况下，也可以从容拨打、接听卫星电话。AI隔空操控、智感支付、注视不屏等智慧功能，在Mate 60 Pro上全面回归。同时，接入盘古人工智能大模型，为消费者提供更智慧的交互体验。,2023-08-29
2023-08-29 04:49:28,中国纯碱工业协会：网上所谓纯碱协会接受审查调查为虚假消息,【中国纯碱工业协会：网上所谓纯碱协会接受审查调查为虚假消息】财联社8月29日电，中国纯碱工业协会29日表示，近期一条关于纯碱协会接受审查调查的虚假信息在网络上传播，对此本协会郑重声明如下：此消息为虚假消息，该虚假消息系不法单位或个人恶意编造和传播。上述故意编造传播虚假信息的行为严重影响了本协会的声誉，影响恶劣。在此，本协会严厉谴责上述行为，同时将追究发布虚假信息的单位或个人的相关法律责任。,2023-08-29
2023-08-29 04:11:25,8月29日午间涨停分析,【8月29日午间涨停分析】今日午盘两市共55股涨停，连板股总数6只，11股封板未遂，封板率为83%（不含ST股、退市股及未开板新股）。个股方面，地产股中迪投资3板、金科股份2板、新大正2板，汽车产业链的亚通精工2板，机器人概念股百胜智能创业板首板、通力科技创业板首板。,2023-08-29
2023-08-29 04:07:08,港股午评：恒指涨超2% 科技股、金融股走强,【港股午评：恒指涨超2% 科技股、金融股走强】财联社8月29日电，港股上午三大指数高开高走，恒指涨2.02%，国指涨2.27%，恒生科技指数涨2.61%。盘面上，大型科技股全线上涨，网易涨超3%，快手、美团、百度、阿里巴巴均涨超2%，京东、小米、腾讯涨近2%；汽车板块涨幅靠前，中期业绩亮眼，比亚迪股份涨5.5%，带动汽车产业链股齐涨，印花税减半发酵，中资券商股持续活跃，内险股、内银股等大金融多数走俏。教育板块表现低迷，直播概念股东方甄选逆势跌超6%，智欣集团控股再度下挫逾15%，公司月底将发业绩。,2023-08-29
2023-08-29 03:32:43,午评：创业板指低开高走涨3.47% 两市超4500只个股上涨,【午评：创业板指低开高走涨3.47% 两市超4500只个股上涨】财联社8月29日电，市场早盘低开高走，创业板指领涨。盘面上，机器人概念股集体走强，通力科技、威力传动、昊志机电、中大力德等超20股涨停。汽车产业链个股集体反弹，星源卓镁、浙江世宝、众泰汽车等10余股涨停。AI概念股盘中活跃，数据方向领涨，先进数通、深桑达A、生意宝涨停。下跌方面，券商等金融股陷入调整，张家港行、华鑫股份跌超3%。总体上个股涨多跌少，两市超4500只个股上涨，下跌个股不到500只。沪深两市今日成交额6264亿，较上个交易日缩量1512亿。板块方面，机器人、次新股、汽车零部件、数据确权等板块涨幅居前，银行、养殖、证券等,2023-08-29
2023-08-29 03:27:44,,财联社8月29日电，恒指涨超2%，恒生科技指数涨2.8%。半年报业绩向好，比亚迪股份大涨超6%。,2023-08-29
2023-08-29 03:21:19,北向资金净流入超50亿元,【北向资金净流入超50亿元】财联社8月29日电，截至发稿，北向资金净流入超50亿元，其中，沪股通净流入超9亿元，深股通净流入超40亿元。,2023-08-29
2023-08-29 03:20:22,创业板指涨逾3% 上涨个股近4500只,【创业板指涨逾3%】财联社8月29日电，指数走强，创业板指拉升涨逾3.01%，沪指涨1.10%，深成指涨2.06%，减速器、工业母机、机器人等板块指数涨幅居前，水产、银行、纯碱等板块指数跌幅居前。,2023-08-29
2023-08-29 03:16:29,证券板块反弹 山西证券触及涨停,【证券板块反弹 山西证券涨停】财联社8月29日电，券商股盘中反弹，山西证券拉升封板，锦龙股份、信达证券、东方财富、首创证券等冲高。,2023-08-29
2023-08-29 03:08:57,文化和旅游部部长胡和平会见美国商务部长雷蒙多,【文化和旅游部部长胡和平会见美国商务部长雷蒙多】财联社8月29日电，文化和旅游部部长胡和平今天（29日）上午在北京会见美国商务部长吉娜·雷蒙多。,2023-08-29
2023-08-29 02:48:21,招商银行：存量房贷利率下调是大概率事件 已制定了相关预案,【招商银行：存量房贷利率下调是大概率事件 已制定了相关预案】财联社8月29日电，招商银行行长助理彭家文在近日举行的2023年中期业绩交流会上表示，存量房贷利率下调势在必行，亦是大概率事件。目前招商银行已经制定了预案， 但还没有最终的方案。,2023-08-29
2023-08-29 02:39:45,恒生科技指数涨幅扩大至2%,恒生科技指数涨幅扩大至2%，恒指涨1.5%。比亚迪股份涨超4%，碧桂园涨3.7%。,2023-08-29
2023-08-29 02:37:48,纯碱主力合约触及跌停,【纯碱主力合约触及跌停】纯碱主力合约触及跌停，报1764元/吨，跌幅9.03%。,2023-08-29
2023-08-29 02:36:55,创业板指涨逾2% 上涨个股近4100只,【创业板指涨逾2%】财联社8月29日电，指数走强，创业板指拉升涨逾2.02%，沪指涨0.29%，深成指涨1.17%，减速器、机器人、工业母机等板块指数涨幅居前，水产、证券II、银行等板块指数跌幅居前。,2023-08-29
2023-08-29 01:50:51,证券板块走低 多股跌超3%,【证券板块走低 多股跌超3%】财联社8月29日电，券商股早盘走低，华鑫股份跌近6%，华林证券、长江证券、中金公司、国盛金控等多股跌超3%。,2023-08-29
2023-08-29 01:43:52,创业板指涨逾1%,【创业板指涨逾1%】财联社8月29日电，指数走强，创业板指拉升涨逾1.01%，沪指涨0.38%，深成指涨0.65%，减速器、培育钻石、智慧停车等板块指数涨幅居前，水产、核污染防治、纯碱等板块指数跌幅居前。,2023-08-29
2023-08-29 01:35:08,工信部召开制造业企业第二次座谈会：聚焦新动能 加快塑造高质量发展新优势,【工信部召开制造业企业第二次座谈会 聚焦新动能 加快塑造高质量发展新优势】财联社8月29日电，据“工信微报”消息，8月28日，工业和信息化部部长金壮龙主持召开制造业企业座谈会，了解新能源汽车、锂电池、光伏、生物医药、智能制造、新材料等行业发展情况，听取企业诉求及政策建议，帮助企业解决实际困难，研究塑造制造业高质量发展新优势的工作措施。会上，广汽集团、宁德时代、天合光能、北京海博思创、大连融科储能、中国生物、三一集团、南京埃斯顿、吉利控股、巨化集团、中信泰富特钢、徐工汉云等12家企业负责人作了重点发言，介绍企业经营和市场供需情况，交流行业技术发展趋势及带来的机遇和挑战，围绕培育壮大发展新动能、促,2023-08-29
2023-08-29 01:27:46,竞价看龙头,【竞价看龙头】财联社8月29日电，市场焦点股大湖股份（4板）高开3.16%，环保+基建的美丽生态（8天5板）低开1.07%、冠中生态（创业板2板）高开3.50%，核污水概念股中电环保（创业板4天3板）低开0.43%、中水渔业（3天2板）低开2.88%，业绩增长的罗普斯金（3板）高开1.84%，数据要素概念股直真科技（4天3板）低开3.17%，地产股珠江股份（2板）竞价涨停、中迪投资（2板）高开1.07%，大金融板块锦龙股份（2板）高开2.65%，次新股播恩集团（2板）高开0.28%。,2023-08-29
2023-08-29 01:25:14,三大指数集体低开,【三大指数集体低开】财联社8月29日电，沪指低开0.22%，深成指低开0.28%，创业板指低开0.25%，有色·钛、超级计算机、航空发动机等板块指数涨幅居前，水产、空间计算、建筑装饰等板块指数跌幅居前。,2023-08-29
2023-08-29 01:22:04,恒生指数开盘涨0.72%,财联社8月29日电，香港恒生指数开盘涨0.72%。恒生科技指数涨1.04%。,2023-08-29
2023-08-29 01:20:59,央行公开市场净投放2740亿元,财联社8月29日电，央行今日进行3850亿元7天期逆回购操作，中标利率为1.80%，与此前持平。,2023-08-29
2023-08-29 01:10:43,纯碱2310、2311、2312、2402合约均触及跌停,【纯碱2310、2311、2312、2402合约均触及跌停】财联社8月29日电，纯碱2310、2311、2312、2402合约均触及跌停，分别跌幅为8.02%、8.01%、8.03%、8.01%，分别报2444元/吨、2091元/吨、1889元/吨、1735元/吨。,2023-08-29
2023-08-29 00:23:22,财联社8月29日早间新闻精选,"【财联社8月29日早间新闻精选】
1、8月28日，商务部部长王文涛在京与来访的美国商务部长雷蒙多举行会谈，宣布在中美两国商务部之间建立新的沟通渠道。双方成立了一个工作组，以寻求解决具体商业问题的办法。工作组将每年举行两次副部级会议。两位部长同意经常性沟通，每年至少会见一次。此外，双方还启动了出口管制信息交流机制。
2、国家发改委主任郑栅洁8月28日作了关于今年以来国民经济和社会发展计划执行情况的报告。报告指出，下一步要加大宏观政策调控力度，积极扩大国内需求，大力推动现代化产业体系建设。
3、在部分券商28日暂停量化T0算法交易后，28日下午，有技术提供商下发通知称，“由于全天市场流动性释放相对",2023-08-29
