时间,标题,简讯,date
2023-09-21 09:30:41,北向资金今日净卖出43.3亿元 贵州茅台遭净卖出4.68亿元,北向资金今日净卖出43.3亿元。贵州茅台、宁德时代、中国平安分别获净卖出4.68亿元、4.43亿元、3.36亿元。美的集团净买入额居首，金额为1.51亿元。,2023-09-21
2023-09-21 08:34:37,二连板精伦电子：公司和华为没有业务往来,【二连板精伦电子：公司和华为没有业务往来】财联社9月21日电，精伦电子发布股价异动公告，近期关注到有媒体将公司列为华为概念股， 经公司自查，公司和华为没有业务往来。,2023-09-21
2023-09-21 08:24:50,,财联社9月21日电，日元实际有效汇率跌至53年来最低。,2023-09-21
2023-09-21 08:17:54,北京：拟支持真实合规的、与外国投资者投资相关的资金转移自由汇入、汇出且无迟延,【北京：拟支持真实合规的、与外国投资者投资相关的资金转移自由汇入、汇出且无迟延】财联社9月21日电，北京市商务局牵头起草《北京市外商投资条例》（草案征求意见稿），现向社会公开征求意见，并就文件内容是否具有排除、限制竞争效果（公平竞争审查）征求社会公众意见。意见稿指出，本市按照国家规定，支持真实合规的、与外国投资者投资相关的资金转移自由汇入、汇出且无迟延。外商投资企业的外籍职工和香港、澳门、台湾职工的工资收入和其他合法收入，可以依法自由汇出。对企业聘用的符合条件的境外人才给予经常项下合法收入购汇汇出便利化等措施。本市鼓励外商投资企业境内再投资。按照国家规定，探索实施外商投资企业再投资免于外汇登记,2023-09-21
2023-09-21 08:10:03,香港恒生指数收跌1.29% 恒生科技指数跌1.85%,香港恒生指数收跌1.29%，恒生科技指数跌1.85%。小鹏汽车跌超6%，绿景中国地产跌超5%，东方甄选、碧桂园服务跌超3%；中国恒大涨超10%，蔚来涨超1%。,2023-09-21
2023-09-21 08:05:15,上海成立未来产业创投联盟 财联社等为首批发起单位,【上海成立未来产业创投联盟  财联社等为首批发起单位】《科创板日报》21日讯，在第三届“海聚英才”全球创新创业峰会上，上海未来产业创投联盟正式成立，财联社、《科创板日报》等31家单位成为首批发起单位。该联盟由上海市经信工作党委、市经济信息化委指导，以推动上海市未来产业发展为目标，汇聚政府、企业、投融资机构、专业服务机构的力量，致力于为上海未来产业企业提供常态化政策扶持、产业赋能、投融支持、交流合作等方面的服务，帮助未来产业初创企业做大做强。（记者 朱凌）,2023-09-21
2023-09-21 08:05:11,上交所三季报预约披露时间出炉 我乐家居拔得头筹,【上交所三季报预约披露时间出炉 我乐家居拔得头筹】财联社9月21日电，上交所上市公司三季报预约披露时间出炉，我乐家居拔得头筹，将于10月10日率先披露；平煤股份、柏楚电子将于10月11日披露。,2023-09-21
2023-09-21 08:04:23,商务部：已批准了符合规定的若干镓、锗相关物项的出口申请,【商务部：已批准了符合规定的若干镓、锗相关物项的出口申请】财联社9月21日电，商务部新闻发言人何亚东9月21日在商务部例行新闻发布会上表示，管制政策正式实施以来，商务部陆续收到企业关于出口镓、锗相关物项的许可申请。目前，经依法依规审核，我们已批准了符合规定的若干出口申请，有关企业已获得两用物项出口许可证。商务部将继续依照法定程序对其他许可申请进行审核，并作出许可决定。,2023-09-21
2023-09-21 07:37:45,德国正考虑禁用华为部分设备？ 外交部：反对将经贸科技问题政治化,【外媒称德国正考虑禁用华为，外交部：反对将经贸科技问题政治化】财联社9月21日电，外交部发言人毛宁主持例行记者会。法新社记者提问，据悉，德国正考虑禁用华为制造的某些设备，并从2026年开始将其排除在德国的核心5G网络之外。外交部对此有何回应？毛宁表示，我们一贯反对任何国家将经贸科技问题政治化，我们认为各国都应当为各国的企业提供一个公平非歧视、透明的营商环境。,2023-09-21
2023-09-21 07:31:22,上海：自贸试验区及临港新片区应允许真实合规的、与外国投资者投资相关的所有转移可自由汇入、汇出且无迟延,【上海：上海自贸试验区及临港新片区应允许真实合规的、与外国投资者投资相关的所有转移可自由汇入、汇出且无迟延】财联社9月21日电，上海市人民政府办公厅发布关于印发《上海市落实〈关于在有条件的自由贸易试验区和自由贸易港试点对接国际高标准推进制度型开放的若干措施〉实施方案》的通知。上海自贸试验区及临港新片区应允许真实合规的、与外国投资者投资相关的所有转移可自由汇入、汇出且无迟延。外商投资企业的外籍职工和香港、澳门、台湾职工的工资收入和其他合法收入，可以依法自由汇出。任何单位和个人不得违法对币种、数额和汇入、汇出的频次等进行限制。,2023-09-21
2023-09-21 07:25:40,商务部：将推动出台支持汽车后市场发展等一批的政策举措,【商务部：将推动出台支持汽车后市场发展等一批的政策举措】财联社9月21日电，商务部发言人今日表示，商务部将会同相关部门落实前期已经出台的政策，包括家居、汽车、电子产品等领域，确保这些政策的落地见效。此外，商务部将围绕重点的领域，推动出台支持汽车后市场发展等一批的政策举措，为消费加快恢复增添动力。,2023-09-21
2023-09-21 07:11:49,9月21日涨停分析,【9月21日涨停分析】今日共17股涨停，连板股总数4只，6股封板未遂，封板率为74%（不含ST股、退市股及未开板新股）。个股方面，华为产业链的捷荣技术17天12板、日久光电10天5板、精伦电子2板、荣联科技3天2板、丰华股份4天2板，医药股通化金马17天9板，光伏股罗普斯金2板，3D打印概念股冀凯股份4天2板。今日收涨个股1008只，收跌个股3876只。,2023-09-21
2023-09-21 07:10:25,何立峰将主持第十次中欧经贸高层对话,【何立峰将主持第十次中欧经贸高层对话】财联社9月21日电，经中欧双方商定，第十次中欧经贸高层对话将于9月25日在北京举行。国务院副总理、中欧经贸高层对话中方牵头人何立峰与欧盟委员会执行副主席、对话欧方牵头人东布罗夫斯基斯将共同主持对话。,2023-09-21
2023-09-21 07:04:57,收评：深成指跌0.9%失守10000点 华为概念股逆势走强,【收评：深成指跌0.9%失守10000点 华为概念股逆势走强】财联社9月21日电，大盘全天震荡调整，三大指数均收跌，沪指跌破3100点，深成指跌破10000点。盘面上，华为概念股持续逆势走强，捷荣技术17天12板，光弘科技20CM涨停，日久光电、常山北明等涨停。6G概念股震荡走强，世嘉科技、华脉科技等涨停。ST板块继续活跃，ST富润、ST三圣、ST花王等10余股涨停。下跌方面，汽车零部件概念股集体调整，瑞玛精密接近跌停。总体上个股跌多涨少，两市超3800只个股下跌。沪深两市今日成交额5790亿，较上个交易日放量58亿。板块方面，星闪概念、6G、卫星导航、华为海思等板块涨幅居前，贵金属、猪肉、一,2023-09-21
2023-09-21 07:01:17,习近平在浙江金华市考察调研,【习近平在浙江金华市考察调研】20日上午，习近平总书记在浙江省金华市先后考察了义乌市后宅街道李祖村、义乌国际商贸城，了解当地因地制宜发展特色产业、推进乡村振兴和发展对外贸易、推动高质量发展等情况。,2023-09-21
2023-09-21 06:54:15,,财联社9月21日电，苯乙烯期货主力合约大跌4%，现报8952元/吨。,2023-09-21
2023-09-21 06:29:26,余承东卸任华为车业务CEO转任董事长 未来或将更多精力放在手机业务,【余承东卸任华为车业务CEO转任董事长：仍会在汽车领域“倾注大量精力”】财联社9月21日电，华为智能汽车解决方案BU再现人事调整。华为光产品线总裁靳玉志已于近期接任车BU CEO一职，而余承东改任董事长。从知情人士处获悉，目前为止华为内部还没有发布人事调整的正式文件，余承东改任董事长后在汽车业务领域仍然会“倾注大量精力”，帮助车BU实现盈利。外界猜测余承东卸任车BU CEO一职可能与华为手机业务强势回归有关，接下来余承东可能会花更多精力放在手机业务领域。,2023-09-21
2023-09-21 05:26:53,捷荣技术午后再度涨停 18个交易日累计超250%,【捷荣技术午后再度涨停 18个交易日累计超250%】财联社9月21日电，华为概念股龙头捷荣技术午后再度涨停，18个交易日内12天涨停，累计涨幅超250%。,2023-09-21
2023-09-21 03:44:45,9月21日午间涨停分析,【9月21日午间涨停分析】今日午盘两市共11股涨停，连板股总数2只，6股封板未遂，封板率为65%（不含ST股、退市股及未开板新股）。个股方面，医药股通化金马17天9板，华为产业链的精伦电子2板、荣联科技3天2板、丰华股份4天2板，光伏股罗普斯金2板。,2023-09-21
2023-09-21 03:33:33,午评：沪指跌0.59%失守3100点 两市超4000只个股下跌,【午评：沪指跌0.59%失守3100点 两市超4000只个股下跌】财联社9月21日电，市场早盘延续调整，三大指数均小幅下跌，沪指跌破3100点，深成指盘中跌破10000点。盘面上，星闪概念股震荡走强，利尔达涨超10%，荣联科技涨停。通信概念股开盘冲高，华脉科技、世嘉科技等涨停。房地产板块盘中反弹，南国置业一度涨停。早盘除了华为概念股外热点匮乏。下跌方面，汽车零部件概念股集体调整，瑞玛精密跌超9%。总体上个股跌多涨少，两市超4000只个股下跌。沪深两市今日成交额3497亿，较上个交易日放量27亿。板块方面，星闪概念、6G、卫星导航、CPO等板块涨幅居前，一体化压铸、服装、食品、CRO等板块跌幅居,2023-09-21
2023-09-21 03:27:36,深成指跌破10000点 年内跌超9%,【深成指跌破10000点 年内跌超9%】财联社9月21日电，指数持续走低，深成指跌破10000点，刷新2020年4月以来新低，今年年内跌幅超9%。,2023-09-21
